,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
0,928,6256d00b7d6ca6ad95bd57aa,2022-01-15T23:00:00.000Z,elessar.eth#7945,Mount Manu#3530,for deploying the Commons,6256d00b7d6ca6ad95bd56e4,0,0,0,Zeptimus#3359,lee0007#8152,shawn#7046,Griff 🔥AFK till Sept 15🔥#8888,4.8,144.0,False,for deploying the Commons
2,882,6256d00b7d6ca6ad95bd577c,2022-01-15T23:00:00.000Z,elessar.eth#7945,Mount Manu#3530,for making the Commons Upgrade a reality: thank you all,6256d00b7d6ca6ad95bd56e4,0,0,0,Zeptimus#3359,lee0007#8152,shawn#7046,Griff 🔥AFK till Sept 15🔥#8888,7.47,144.0,False,for making the Commons Upgrade a reality: thank you all
3,1353,6256d00b7d6ca6ad95bd5953,2022-01-20T23:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for the contributions to the Rewards System and for this first Praise Quant,0,0,6256d00b7d6ca6ad95bd58ec,0,zhiwei#1356,Tamarandom#9361,liviade#1387,bear100#9085,37.25,144.0,False,for the contributions to the Rewards System and for this first Praise Quant
6,622,6256d00b7d6ca6ad95bd5678,2022-01-10T23:00:00.000Z,natesuits#4789,Mount Manu#3530,"for crafting the voter’s pamphlet, which is/was a lot of work",0,0,6256d00a7d6ca6ad95bd54c3,0,Mount Manu#3530,Tamarandom#9361,PhilH#1102,bear100#9085,44.83,144.0,False,"for crafting the voter’s pamphlet, which is/was a lot of work"
7,1395,6256d00b7d6ca6ad95bd597d,2022-01-21T23:00:00.000Z,elessar.eth#7945,Mount Manu#3530,for the amazingly smooth launch of our Commons: we all have TEC tokens now and we’ve got to thank you for that,6256d00b7d6ca6ad95bd57d6,0,0,0,Zeptimus#3359,lee0007#8152,shawn#7046,Griff 🔥AFK till Sept 15🔥#8888,9.13,144.0,False,for the amazingly smooth launch of our Commons: we all have TEC tokens now and we’ve got to thank you for that
8,1033,6256d00b7d6ca6ad95bd5813,2022-01-16T23:00:00.000Z,elessar.eth#7945,Mount Manu#3530,for the work they did to deploy the Commons Upgrade,6256d00b7d6ca6ad95bd57d6,0,0,0,Zeptimus#3359,lee0007#8152,shawn#7046,Griff 🔥AFK till Sept 15🔥#8888,4.8,144.0,False,for the work they did to deploy the Commons Upgrade
9,612,6256d00b7d6ca6ad95bd566e,2022-01-10T23:00:00.000Z,Vyvy-vi#5040,Mount Manu#3530,for helping a lot with all the bot coding and other programming tasks: you’ve made a huge impact in our community already and we thank you for it,0,0,6256d00b7d6ca6ad95bd5645,0,Mettodo#7010,Tamarandom#9361,divine_comedian#5493,bear100#9085,50.97,144.0,False,for helping a lot with all the bot coding and other programming tasks: you’ve made a huge impact in our community already and we thank you for it
11,980,6256d00b7d6ca6ad95bd57de,2022-01-16T23:00:00.000Z,elessar.eth#7945,Mount Manu#3530,for their dedication to the Commons deployment,6256d00b7d6ca6ad95bd57d6,0,0,0,Zeptimus#3359,lee0007#8152,shawn#7046,Griff 🔥AFK till Sept 15🔥#8888,4.8,144.0,False,for their dedication to the Commons deployment
12,754,6256d00b7d6ca6ad95bd56fc,2022-01-13T23:00:00.000Z,elessar.eth#7945,Tamarandom#9361,for the HUGE role you played in launching the Commons and because we could not have - no seriously we REALLY could not have - done it without you!,6256d00b7d6ca6ad95bd56e4,0,0,0,Zeptimus#3359,lee0007#8152,shawn#7046,Griff 🔥AFK till Sept 15🔥#8888,4.8,144.0,False,for the HUGE role you played in launching the Commons and because we could not have - no seriously we REALLY could not have - done it without you!
13,1386,6256d00b7d6ca6ad95bd5974,2022-01-21T23:00:00.000Z,elessar.eth#7945,Mount Manu#3530,for the Commons Upgrade,6256d00b7d6ca6ad95bd57d6,0,0,0,Zeptimus#3359,lee0007#8152,shawn#7046,Griff 🔥AFK till Sept 15🔥#8888,4.8,144.0,False,for the Commons Upgrade
