,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
0,92,62b5119de5133f37b797661f,2022-06-24T01:21:33.397Z,r-x-x#8344,bear100#9085,for the amazing work on creating the unified trasury chart that looks amazing on the Dune dashboard now and serves its purpose of providing the community a better graphical overview of the different multisigs in the TEC 🙌,0.0,62b3a88ee5133f37b79763c1,0.0,62b3a88ee5133f37b79763c1,hanners717#2022,bear100#9085,teaci#6108,innov8tor3#3988,10.95,144.0,False,for the amazing work on creating the unified trasury chart that looks amazing on the Dune dashboard now and serves its purpose of providing the community a better graphical overview of the different multisigs in the TEC 🙌
3,93,62b5ae43e5133f37b797662b,2022-06-24T12:29:55.383Z,iviangita#3204,Zeptimus#3359,comenting on the figma doing QA and correcting many typos and also for all the consistency with TEC with all the things you do preparing retro reminder of updating slides etc thanks u so much ivy!,0.0,0,0.0,62b48db5e5133f37b797644e,pat.zip (TE Academy)#5266,divine_comedian#5493,tonga#3112,innov8tor3#3988,17.5,55.0,False,comenting on the figma doing QA and correcting many typos and also for all the consistency with TEC with all the things you do preparing retro reminder of updating slides etc thanks u so much ivy!
5,110,62b87196e5133f37b79766fb,2022-06-26T14:47:50.298Z,mattyjee#8621,Vyvy-vi#5040,for turning the praise application into something that other communities are very interested in. Gnosis x Praise 🚀,0.0,0,0.0,62b870b3e5133f37b79766c2,pat.zip (TE Academy)#5266,bear100#9085,tonga#3112,innov8tor3#3988,37.37,55.0,False,for turning the praise application into something that other communities are very interested in. Gnosis x Praise 🚀
10,81,62b4ad4ee5133f37b797657c,2022-06-23T18:13:34.148Z,JeffEmmett#7202,Tam2140#9361,Rolling up our sleeves on the “still to be named” Token Engineering Schilling Point service with me. I’m partial to TE Services Board these days,0.0,0,0.0,62b49cffe5133f37b797647e,pat.zip (TE Academy)#5266,divine_comedian#5493,teaci#6108,innov8tor3#3988,9.35,34.0,False,Rolling up our sleeves on the “still to be named” Token Engineering Schilling Point service with me. I’m partial to TE Services Board these days
15,221,62bded3be5133f37b7976b3a,2022-06-30T18:36:43.751Z,alantv#0964,acidlazzer#5796,for ALL his help with the rewards system animation updates,0.0,0,0.0,62b48513e5133f37b7976442,hanners717#2022,bear100#9085,teaci#6108,innov8tor3#3988,11.35,34.0,False,for ALL his help with the rewards system animation updates
48,139,62bb3061e5133f37b79767fb,2022-06-28T16:46:25.769Z,EFRA#7972,angieberryberry#9822,for joining today's Comms weekly sync to share updates on everyone's TEAM,0.0,0,0.0,62bb3002e5133f37b79767af,pat.zip (TE Academy)#5266,bear100#9085,teaci#6108,innov8tor3#3988,3.33,13.0,False,for joining today's Comms weekly sync to share updates on everyone's TEAM
52,143,62bb383ce5133f37b7976822,2022-06-28T17:19:56.675Z,enti#1546,Mount Manu#3530,for joining today's Marketing T.E.A.M. weekly sync to share updates on the next newsletter and on the #mintTEC campaign,0.0,0,0.0,62bb305ee5133f37b79767d1,hanners717#2022,bear100#9085,teaci#6108,innov8tor3#3988,3.83,13.0,False,for joining today's Marketing T.E.A.M. weekly sync to share updates on the next newsletter and on the #mintTEC campaign
54,145,62bb383de5133f37b7976830,2022-06-28T17:19:57.460Z,chuygarcia.eth#6692,Mount Manu#3530,for joining today's Marketing T.E.A.M. weekly sync to share updates on the next newsletter and on the #mintTEC campaign,0.0,0,0.0,62bb3060e5133f37b79767ed,pat.zip (TE Academy)#5266,bear100#9085,teaci#6108,innov8tor3#3988,4.33,13.0,False,for joining today's Marketing T.E.A.M. weekly sync to share updates on the next newsletter and on the #mintTEC campaign
59,105,62b870b3e5133f37b79766c9,2022-06-26T14:44:03.951Z,Nebs#2035,Vyvy-vi#5040,for creating one of the best community-centric reward systems out there: Praise,0.0,0,0.0,62b4846de5133f37b7976410,pat.zip (TE Academy)#5266,bear100#9085,tonga#3112,innov8tor3#3988,53.03,21.0,False,for creating one of the best community-centric reward systems out there: Praise
62,198,62bde64ee5133f37b7976a3a,2022-06-30T18:07:10.186Z,r-x-x#8344,GideonRo#3175,for rolling up their sleeves and exploring how to use modeling in Sampo,0.0,0,0.0,62bcdd85e5133f37b7976921,hanners717#2022,bear100#9085,teaci#6108,innov8tor3#3988,4.83,13.0,False,for rolling up their sleeves and exploring how to use modeling in Sampo
79,88,62b4ae07e5133f37b79765d1,2022-06-23T18:16:39.083Z,Crypto Qu33n#6068,Tam2140#9361,joining the TEC and staying here to join our Community call and hear more!,0.0,0,0.0,62b4a692e5133f37b79764fa,pat.zip (TE Academy)#5266,divine_comedian#5493,teaci#6108,innov8tor3#3988,4.95,8.0,False,joining the TEC and staying here to join our Community call and hear more!
93,188,62bdc027e5133f37b79769cf,2022-06-30T15:24:23.517Z,eduardovegap#0422,divine_comedian#5493,for hosting the stewards call,0.0,62bb2720e5133f37b797679c,0.0,0,pat.zip (TE Academy)#5266,divine_comedian#5493,teaci#6108,Mike Brunt#0745,6.03,21.0,False,for hosting the stewards call
124,37,62b371a2e5133f37b7976388,2022-06-22T19:46:42.484Z,divine_comedian#5493,Tam2140#9361,"for wrangling the sourcecred integration into our reward system. As ususal, clear instructions.",0.0,62b0b730a12b884b0d8c1d1c,0.0,0,pat.zip (TE Academy)#5266,bear100#9085,tonga#3112,Mike Brunt#0745,7.55,21.0,False,"for wrangling the sourcecred integration into our reward system. As ususal, clear instructions."
127,220,62bdeaaee5133f37b7976b2e,2022-06-30T18:25:50.571Z,Juankbell#7458,acidlazzer#5796,for being an awesome Gravity steward and the great work he does with the Graviton training,0.0,62bc77bee5133f37b797686b,0.0,0,hanners717#2022,divine_comedian#5493,tonga#3112,Mike Brunt#0745,7.55,21.0,False,for being an awesome Gravity steward and the great work he does with the Graviton training
131,224,62be0401e5133f37b7976b5e,2022-06-30T20:13:53.538Z,BiancaGadelha#2667,AnnAnna#4694,facilitating a call about Mental Health- From my point of view it looked a lot like a group therapy.🙏 ✅,0.0,0,0.0,62bde81de5133f37b7976a84,hanners717#2022,bear100#9085,teaci#6108,innov8tor3#3988,11.03,21.0,False,facilitating a call about Mental Health- From my point of view it looked a lot like a group therapy.🙏 ✅
153,209,62bde96de5133f37b7976ab4,2022-06-30T18:20:29.089Z,eduardovegap#0422,Tam2140#9361,for facilitating the Stewards weekly so well and keeping the WG forward momentum.,0.0,62bb2720e5133f37b797679c,0.0,0,pat.zip (TE Academy)#5266,divine_comedian#5493,teaci#6108,Mike Brunt#0745,6.03,21.0,False,for facilitating the Stewards weekly so well and keeping the WG forward momentum.
167,109,62b87196e5133f37b79766f4,2022-06-26T14:47:50.105Z,kristofer#1475,Vyvy-vi#5040,for turning the praise application into something that other communities are very interested in. Gnosis x Praise 🚀,0.0,62b870b2e5133f37b79766bb,0.0,0,pat.zip (TE Academy)#5266,divine_comedian#5493,teaci#6108,Mike Brunt#0745,23.97,89.0,False,for turning the praise application into something that other communities are very interested in. Gnosis x Praise 🚀
182,85,62b4adb4e5133f37b79765ac,2022-06-23T18:15:16.511Z,eduardovegap#0422,Tam2140#9361,For facilitating the Sprint Retrospective today.,0.0,62b48e5ee5133f37b797645a,0.0,0,pat.zip (TE Academy)#5266,divine_comedian#5493,teaci#6108,Mike Brunt#0745,10.37,21.0,False,For facilitating the Sprint Retrospective today.
185,78,62b4ad11e5133f37b797655d,2022-06-23T18:12:33.705Z,divine_comedian#5493,Tam2140#9361,"Yeah, sourccred integration! 🎸",0.0,62b0b730a12b884b0d8c1d1c,0.0,0,pat.zip (TE Academy)#5266,bear100#9085,tonga#3112,Mike Brunt#0745,7.55,21.0,False,"Yeah, sourccred integration! 🎸"
188,91,62b4b9efe5133f37b797660e,2022-06-23T19:07:27.059Z,"griff (💜, 💜)#8888",ShahinMridha#9154,you are doing grerat job.,0.0,62b4acfbe5133f37b7976551,0.0,0,pat.zip (TE Academy)#5266,bear100#9085,tonga#3112,Mike Brunt#0745,8.2,34.0,False,you are doing grerat job.
201,44,62b3ad4fe5133f37b79763cd,2022-06-23T00:01:19.354Z,divine_comedian#5493,acidlazzer#5796,for the great commitment with the sourcecred activation campaign,0.0,62b0b730a12b884b0d8c1d1c,0.0,0,pat.zip (TE Academy)#5266,bear100#9085,tonga#3112,Mike Brunt#0745,5.05,21.0,False,for the great commitment with the sourcecred activation campaign
