index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,SCORE 4,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,DISMISSED 1,DISMISSED 2,DISMISSED 3,DISMISSED 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,SPREAD
26,621f79e243b89009366c8ceb,2021-09-01T22:00:00.000Z,elessar.eth#7945,Griff 🔥AFK till Sept 15🔥#8888,"for EVM Crispr, an amazing tool",144.0,0.0,3.0,5.0,,,,,False,True,False,False,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,38.0,144.0
47,621f79e243b89009366c8d00,2021-09-02T22:00:00.000Z,iviangita#3204,iviangita#3204,"for all the incredible behind-the-scenes work and all the little things she’s constantly doing in the back office helping with Twitter, the board and work agreements",0.0,3.0,144.0,21.0,,,,,True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,42.0,144.0
1070,621f79e243b89009366c9187,2021-09-23T22:00:00.000Z,liviade#1387,iviangita#3204,for all the Soft Gov work that she’s been doing,21.0,1.0,144.0,3.0,621f79e243b89009366c91ba,,621f79e243b89009366c8e4c,,False,False,False,False,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,5.13,143.0
368,621f79e243b89009366c8e4c,2021-09-09T22:00:00.000Z,liviade#1387,Mount Manu#3530,for all the SoftGov work,1.0,1.0,144.0,5.0,,,,,False,False,False,False,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,37.75,143.0
567,621f79e243b89009366c8f21,2021-09-13T22:00:00.000Z,natesuits#4789,Suga#8514,for creating TEC Source! https://app.gitbook.com/@token-engineering-commons/s/tec-source/,144.0,21.0,1.0,13.0,,,,,False,False,False,False,Mount Manu#3530,Mettodo#7010,bends#3537,Sha#6179,44.75,143.0
873,621f79e243b89009366c906a,2021-09-18T22:00:00.000Z,natesuits#4789,Mount Manu#3530,for TEC Source <:TEC:835016327542210560>,144.0,21.0,1.0,13.0,,,,621f79e243b89009366c8f21,False,False,False,False,Mount Manu#3530,Mettodo#7010,bends#3537,Sha#6179,41.83,143.0
381,621f79e243b89009366c8e59,2021-09-09T22:00:00.000Z,Nuggan#5183,Mount Manu#3530,for making the CCD beautiful 🦄,3.0,5.0,144.0,21.0,,,,,False,False,False,False,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,43.25,141.0
387,621f79e243b89009366c8e5f,2021-09-09T22:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for working on software development for the CCD 🤖,21.0,21.0,144.0,3.0,,621f79e243b89009366c8ce9,621f79e243b89009366c8ce9,,False,False,False,False,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,10.13,141.0
1121,621f79e243b89009366c91ba,2021-09-23T22:00:00.000Z,liviade#1387,iviangita#3204,for her leadership in Soft Gov,21.0,3.0,144.0,3.0,,,621f79e243b89009366c8e4c,,False,False,False,False,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,10.35,141.0
490,621f79e243b89009366c8ed2,2021-09-09T22:00:00.000Z,fabiomendes#4802,divine_comedian#5493,for hacking in person on the CCD,55.0,21.0,144.0,3.0,,621f79e243b89009366c8ce9,621f79e243b89009366c8ce9,,False,False,False,False,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,18.63,141.0
499,621f79e243b89009366c8edb,2021-09-09T22:00:00.000Z,Nuggan#5183,divine_comedian#5493,for the modelling work in python for the CCD,21.0,3.0,144.0,55.0,621f79e243b89009366c9138,,621f79e243b89009366c8e59,,False,False,False,False,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,18.63,141.0
171,621f79e243b89009366c8d87,2021-09-02T22:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for working all day with Pedro on the dashboard,144.0,,,3.0,,621f79e243b89009366c8d80,621f79e243b89009366c8d80,,False,False,False,False,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,36.75,141.0
164,621f79e243b89009366c8d80,2021-09-02T22:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for improving the dashboard,21.0,21.0,144.0,3.0,,621f79e243b89009366c8ce9,621f79e243b89009366c8ce9,,False,False,False,False,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,10.13,141.0
697,621f79e243b89009366c8fba,2021-09-17T22:00:00.000Z,kristofer#1475,Mount Manu#3530,"for his leadership in both the rewards channel and the Trusted Seed with the Commons Stack, which of course was critical for the TEC (and will be critical for other groups)",34.0,3.0,144.0,13.0,,,,,False,False,False,False,innov8tor3#3988,enti#1546,Parrachia#0450,divine_comedian#5493,48.5,141.0
950,621f79e243b89009366c9105,2021-09-20T22:00:00.000Z,iviangita#3204,Juankbell#7458,"for always being there to help with coordination,  transparency and availability of the content in the DAO",21.0,3.0,144.0,34.0,,,621f79e243b89009366c8d00,,False,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,18.1,141.0
3,621f79e243b89009366c8ccf,2021-08-31T22:00:00.000Z,CurlyBracketEffect#5572,chuygarcia.eth#6692,for launching Agave <:AlvinBright:842140083179749426>,3.0,3.0,144.0,21.0,,,,,False,False,False,False,Zeptimus#3359,AmwFund#0979,Maxwe11#7157,Nuggan#5183,42.75,141.0
767,621f79e243b89009366c9000,2021-09-17T22:00:00.000Z,liviade#1387,Mount Manu#3530,for all the work she’s been doing around voting and all the SoftGov decisions needing to be made 👩🏻‍🔬,3.0,3.0,144.0,3.0,,,621f79e243b89009366c8e4c,,False,False,False,False,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,5.85,141.0
77,621f79e243b89009366c8d1e,2021-09-02T22:00:00.000Z,fabiomendes#4802,iviangita#3204,for their ninja skills and hacking on the CCD development,55.0,21.0,144.0,5.0,,621f79e243b89009366c8ce9,621f79e243b89009366c8ce9,,False,False,False,False,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,19.13,139.0
862,621f79e243b89009366c905f,2021-09-18T22:00:00.000Z,natesuits#4789,Mount Manu#3530,for their support in the creation of the Communitas WG 🏘️,144.0,5.0,13.0,5.0,,,,,False,False,False,False,Mount Manu#3530,Mettodo#7010,bends#3537,Sha#6179,41.75,139.0
534,621f79e243b89009366c8efe,2021-09-11T22:00:00.000Z,r33pich33p#6906,Griff 🔥AFK till Sept 15🔥#8888,for hacking on the Sunday Funday Params Party - aka the 4 hour hack sesh,144.0,21.0,5.0,5.0,,,,,False,False,False,False,Mount Manu#3530,Vyvy-vi#5040,teaci#6108,Nuggan#5183,43.75,139.0
397,621f79e243b89009366c8e69,2021-09-09T22:00:00.000Z,Nuggan#5183,Mount Manu#3530,for their work with the CCD 🔥,21.0,5.0,144.0,21.0,621f79e243b89009366c9138,,621f79e243b89009366c8e59,,False,False,False,False,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,10.63,139.0
1120,621f79e243b89009366c91b9,2021-09-23T22:00:00.000Z,elessar.eth#7945,iviangita#3204,for the amazing work on the smart contracts for the Commons Swarm,144.0,5.0,13.0,5.0,,,,,False,False,False,False,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,41.75,139.0
