,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
2,1070,621f79e243b89009366c9187,2021-09-23T22:00:00.000Z,liviade#1387,iviangita#3204,for all the Soft Gov work that she’s been doing,621f79e243b89009366c91ba,0,621f79e243b89009366c8e4c,0,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,5.13,144.0,False,for all the Soft Gov work that she’s been doing
5,873,621f79e243b89009366c906a,2021-09-18T22:00:00.000Z,natesuits#4789,Mount Manu#3530,for TEC Source <:TEC:835016327542210560>,0,0,0,621f79e243b89009366c8f21,Mount Manu#3530,Mettodo#7010,bends#3537,Sha#6179,41.83,144.0,False,for TEC Source <:TEC:835016327542210560>
7,387,621f79e243b89009366c8e5f,2021-09-09T22:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for working on software development for the CCD 🤖,0,621f79e243b89009366c8ce9,621f79e243b89009366c8ce9,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,10.13,144.0,False,for working on software development for the CCD 🤖
8,1121,621f79e243b89009366c91ba,2021-09-23T22:00:00.000Z,liviade#1387,iviangita#3204,for her leadership in Soft Gov,0,0,621f79e243b89009366c8e4c,0,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,10.35,144.0,False,for her leadership in Soft Gov
9,490,621f79e243b89009366c8ed2,2021-09-09T22:00:00.000Z,fabiomendes#4802,divine_comedian#5493,for hacking in person on the CCD,0,621f79e243b89009366c8ce9,621f79e243b89009366c8ce9,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,18.63,144.0,False,for hacking in person on the CCD
10,499,621f79e243b89009366c8edb,2021-09-09T22:00:00.000Z,Nuggan#5183,divine_comedian#5493,for the modelling work in python for the CCD,621f79e243b89009366c9138,0,621f79e243b89009366c8e59,0,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,18.63,144.0,False,for the modelling work in python for the CCD
11,171,621f79e243b89009366c8d87,2021-09-02T22:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for working all day with Pedro on the dashboard,0,621f79e243b89009366c8d80,621f79e243b89009366c8d80,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,36.75,144.0,False,for working all day with Pedro on the dashboard
12,164,621f79e243b89009366c8d80,2021-09-02T22:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for improving the dashboard,0,621f79e243b89009366c8ce9,621f79e243b89009366c8ce9,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,10.13,144.0,False,for improving the dashboard
14,950,621f79e243b89009366c9105,2021-09-20T22:00:00.000Z,iviangita#3204,Juankbell#7458,"for always being there to help with coordination,  transparency and availability of the content in the DAO",0,0,621f79e243b89009366c8d00,0,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,18.1,144.0,False,"for always being there to help with coordination,  transparency and availability of the content in the DAO"
16,767,621f79e243b89009366c9000,2021-09-17T22:00:00.000Z,liviade#1387,Mount Manu#3530,for all the work she’s been doing around voting and all the SoftGov decisions needing to be made 👩🏻‍🔬,0,0,621f79e243b89009366c8e4c,0,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,5.85,144.0,False,for all the work she’s been doing around voting and all the SoftGov decisions needing to be made 👩🏻‍🔬
17,77,621f79e243b89009366c8d1e,2021-09-02T22:00:00.000Z,fabiomendes#4802,iviangita#3204,for their ninja skills and hacking on the CCD development,0,621f79e243b89009366c8ce9,621f79e243b89009366c8ce9,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,19.13,144.0,False,for their ninja skills and hacking on the CCD development
20,397,621f79e243b89009366c8e69,2021-09-09T22:00:00.000Z,Nuggan#5183,Mount Manu#3530,for their work with the CCD 🔥,621f79e243b89009366c9138,0,621f79e243b89009366c8e59,0,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,10.63,144.0,False,for their work with the CCD 🔥
26,724,621f79e243b89009366c8fd5,2021-09-17T22:00:00.000Z,Suga#8514,Mount Manu#3530,for creating the Communitas WG 🏘️,0,621f79e243b89009366c8fcb,621f79e243b89009366c8ff2,0,Mount Manu#3530,liviade#1387,Parrachia#0450,Nuggan#5183,38.2,144.0,False,for creating the Communitas WG 🏘️
27,1422,621f79e243b89009366c92f6,2021-09-29T22:00:00.000Z,VitorNunes#0090,divine_comedian#5493,for their magic on the CCD,621f79e243b89009366c8fbb,0,0,0,lee0007#8152,Vyvy-vi#5040,teaci#6108,Usua◎ Silver#2618,45.35,144.0,False,for their magic on the CCD
30,396,621f79e243b89009366c8e68,2021-09-09T22:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for their work with the CCD 🔥,0,621f79e243b89009366c8cf5,621f79e243b89009366c8e57,0,innov8tor3#3988,liviade#1387,Maxwe11#7157,hanners717#2022,14.95,144.0,False,for their work with the CCD 🔥
34,446,621f79e243b89009366c8e9a,2021-09-09T22:00:00.000Z,kristofer#1475,Mount Manu#3530,for the incredible help he’s been offering to the rewards system plan 🙏🏻,0,0,621f79e243b89009366c92f3,0,innov8tor3#3988,enti#1546,Parrachia#0450,divine_comedian#5493,16.23,89.0,False,for the incredible help he’s been offering to the rewards system plan 🙏🏻
35,1097,621f79e243b89009366c91a2,2021-09-23T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for their work in Params,621f79e243b89009366c9179,621f79e243b89009366c8e51,621f79e243b89009366c9179,0,innov8tor3#3988,liviade#1387,Maxwe11#7157,hanners717#2022,5.5,89.0,False,for their work in Params
36,1056,621f79e243b89009366c9179,2021-09-23T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for their work in the Params WG,0,621f79e243b89009366c8e51,0,0,innov8tor3#3988,liviade#1387,Maxwe11#7157,hanners717#2022,27.75,89.0,False,for their work in the Params WG
37,615,621f79e243b89009366c8f5b,2021-09-15T22:00:00.000Z,fabiomendes#4802,divine_comedian#5493,for their work on the CCD dashboard,0,621f79e243b89009366c8ce9,0,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,37.27,89.0,False,for their work on the CCD dashboard
38,990,621f79e243b89009366c9137,2021-09-22T22:00:00.000Z,fabiomendes#4802,divine_comedian#5493,for their development progress on the CCD,0,621f79e243b89009366c8ce9,0,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,28.77,89.0,False,for their development progress on the CCD
39,1038,621f79e243b89009366c9167,2021-09-23T22:00:00.000Z,fabiomendes#4802,iviangita#3204,for pushing it hard with the CCD,0,621f79e243b89009366c8ce9,621f79e243b89009366c901d,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,6.75,89.0,False,for pushing it hard with the CCD
40,1049,621f79e243b89009366c9172,2021-09-23T22:00:00.000Z,fabiomendes#4802,iviangita#3204,for their work with the CCD,0,621f79e243b89009366c8ce9,621f79e243b89009366c901d,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,6.75,89.0,False,for their work with the CCD
41,796,621f79e243b89009366c901d,2021-09-17T22:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for their work in Params which makes the TEC's mission possible 🥲,0,621f79e243b89009366c8ce9,0,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,28.77,89.0,False,for their work in Params which makes the TEC's mission possible 🥲
42,285,621f79e243b89009366c8df9,2021-09-06T22:00:00.000Z,fabiomendes#4802,Griff 🔥AFK till Sept 15🔥#8888,for the rockstar work on the Params hack sesh on Sunday,0,621f79e243b89009366c8d73,621f79e243b89009366c8d73,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,11.6,89.0,False,for the rockstar work on the Params hack sesh on Sunday
43,1101,621f79e243b89009366c91a6,2021-09-23T22:00:00.000Z,fabiomendes#4802,iviangita#3204,for their work in Params,0,621f79e243b89009366c8d73,621f79e243b89009366c917d,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,6.35,89.0,False,for their work in Params
44,1011,621f79e243b89009366c914c,2021-09-23T22:00:00.000Z,fabiomendes#4802,iviangita#3204,for pushing the Commons Configuration Dashboard forward,0,621f79e243b89009366c8ce9,621f79e243b89009366c901d,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,6.75,89.0,False,for pushing the Commons Configuration Dashboard forward
45,1160,621f79e243b89009366c91e1,2021-09-23T22:00:00.000Z,fabiomendes#4802,iviangita#3204,for incorporating the CCD’s user testing feedback into the actual tool,0,621f79e243b89009366c8ce9,621f79e243b89009366c901d,0,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,8.75,89.0,False,for incorporating the CCD’s user testing feedback into the actual tool
46,1326,621f79e243b89009366c9296,2021-09-26T22:00:00.000Z,kristofer#1475,liviade#1387,for being fast and skillful in the conduction of the reward system group,0,0,621f79e243b89009366c92f3,621f79e243b89009366c92f3,innov8tor3#3988,enti#1546,Parrachia#0450,divine_comedian#5493,9.07,89.0,False,for being fast and skillful in the conduction of the reward system group
