index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,SCORE 4,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,DISMISSED 1,DISMISSED 2,DISMISSED 3,DISMISSED 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,SPREAD
102,62d050c550f6e2d7011bfd39,2022-07-14T17:22:13.020Z,akrtws (TE Academy)#4246,angieberry.eth#9822,for hosting/speaking about Token Engineering at today's Introduction to TE event,89,5,5,,,,,,False,False,False,False,boonjue.eth#7124,Nuggan#5183,Maxwe11#7157,Mike Brunt#0745,33.0,84.0
133,62d05bf050f6e2d7011bfe91,2022-07-14T18:09:52.395Z,akrtws (TE Academy)#4246,liviade#1387,for moderating a great reward system panel in ETH Barcelona,89,8,8,,62d050c550f6e2d7011bfd39,,,,False,False,False,False,boonjue.eth#7124,Nuggan#5183,Maxwe11#7157,Mike Brunt#0745,8.3,81.0
131,62d05ae050f6e2d7011bfe7d,2022-07-14T18:05:20.963Z,Tamarandom#9361,liviade#1387,"for how she's been evolving stewardship, always thinking for the best ways in which people can collaborate and achieve the mission of the TEC in the best way",3,21,8,55.0,,,62d0570750f6e2d7011bfe1d,,False,False,False,False,boonjue.eth#7124,Nuggan#5183,Maxwe11#7157,tigeroid#2951,19.95,52.0
120,62d056cb50f6e2d7011bfdfe,2022-07-14T17:47:55.634Z,zhiwei#1356,divine_comedian#5493,for their support and bug fixes in developing the cross-period analysis reports for the rewards system,5,21,13,55.0,,,,,False,False,False,False,GideonRo#3175,Mettodo#7010,Maxwe11#7157,tigeroid#2951,23.5,50.0
126,62d0576250f6e2d7011bfe41,2022-07-14T17:50:26.899Z,iviangita#3204,divine_comedian#5493,"for all of the many hats she's worn over time in the TEC as a steward, it has been amazing to see the hard work and diversity of her skills as she supported the TEC as dilligent steward",8,55,21,,,,62cdb27a50f6e2d7011bfc82,,False,False,False,False,GideonRo#3175,Mettodo#7010,Maxwe11#7157,Mike Brunt#0745,21.7,47.0
140,62d05d0c50f6e2d7011bfee5,2022-07-14T18:14:36.506Z,Nuggan#5183,liviade#1387,for submitting the rewards distribution votes and analysis consistently every 2 weeks!,8,55,13,21.0,,,,,False,False,False,False,GideonRo#3175,Mettodo#7010,Maxwe11#7157,tigeroid#2951,24.25,47.0
107,62d0556550f6e2d7011bfd6c,2022-07-14T17:41:57.638Z,Tamarandom#9361,divine_comedian#5493,for giving a fantastic talk at eth barcelona around commons across history and some of the modern core principles of creating a commons and of course for shilling the TEC in her talk,55,34,13,34.0,,,,,False,False,False,False,boonjue.eth#7124,Nuggan#5183,Maxwe11#7157,tigeroid#2951,34.0,42.0
85,62cdb27a50f6e2d7011bfc82,2022-07-12T17:42:18.879Z,iviangita#3204,liviade#1387,"for being AN INCREDIBLE steward to the TEC. Ivy is offboarding from the steward role and her contributions will be forever felt in this community. She raised the quality, proactivity, accountability and organization bar to everyone here while being so kind and joyful.",21,55,21,,,,,,False,False,False,False,GideonRo#3175,Mettodo#7010,Maxwe11#7157,Mike Brunt#0745,32.33,34.0
77,62cdac1450f6e2d7011bfc3b,2022-07-12T17:15:00.971Z,natesuits#4789,angieberry.eth#9822,"for joining TEA's Stragedy Marketing Sync to share updates on TE Fundamentals, sharing ideas on TEA's Birthday and discussing future content",1,1,1,34.0,,,,,False,False,False,False,GideonRo#3175,Nuggan#5183,Maxwe11#7157,tigeroid#2951,9.25,33.0
29,62c720f850f6e2d7011bfa3e,2022-07-07T18:07:52.047Z,Loie#2921,Juankbell#7458,"For leading an amazing graviton training, talking about harm reduction as an important step for conflict management",34,21,3,21.0,,,,,False,False,False,False,boonjue.eth#7124,Nuggan#5183,eduardovegap#0422,tigeroid#2951,19.75,31.0
