"id","date","to user account","to user account id","to eth address","from user account","from user account id","from eth address","reason","source id","source name","score 1","score 2","score 3","score 4","score 5","duplicate id 1","duplicate id 2","duplicate id 3","duplicate id 4","duplicate id 5","dismissed 1","dismissed 2","dismissed 3","dismissed 4","dismissed 5","quantifier 1 username","quantifier 1 eth address","quantifier 2 username","quantifier 2 eth address","quantifier 3 username","quantifier 3 eth address","quantifier 4 username","quantifier 4 eth address","quantifier 5 username","quantifier 5 eth address","avg score"
"637b96034287630828defebf","2022-11-21T15:15:15.701Z","ddan#2489","621f79dc95a79aa51435dca2","0x94860EA6872d863E91f3Ce3f8cF574Ef0859620b","BiancaGadelha#2667","621f79dc95a79aa51435dc5a","0x1375847014BA64517210cBFE185808232Cf45d4a","for his work on content creation for Gravity 🔥","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",0,5,13,5,21,,,,,,false,false,false,false,false,"teaci#6108","0x1bE3505328880F1f204c664d430a9d2817d9D4cc","miguelb#5176","0x7311b7bf2f004b8070efAf4A130348EEB18EF369","PhilH#1102","0xAa01DeC5307CF17F20881A3286dcaA062578cea7","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B",11
"637baa324287630828defece","2022-11-21T16:41:22.005Z","ygg_anderson#4998","621f79d195a79aa51435b8a4","0x763d7D362B59aeA3858a92a302e18cd41b1252d4","liviade#1387","621f79ce95a79aa51435b227","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","for sketching a fire proposal to start a token engineering working group playing with math and modeling in the TEC","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",0,5,13,21,34,,,,,,false,false,false,false,false,"teaci#6108","0x1bE3505328880F1f204c664d430a9d2817d9D4cc","miguelb#5176","0x7311b7bf2f004b8070efAf4A130348EEB18EF369","PhilH#1102","0xAa01DeC5307CF17F20881A3286dcaA062578cea7","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B",18.25
"637be97a4287630828defedd","2022-11-21T21:11:22.437Z","GideonRo#3175","621f79d595a79aa51435c5ff","0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53","liviade#1387","621f79ce95a79aa51435b227","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","for a smooth 3 hours session to finish the TEC transition proposal and understand all the wholes that need to be addressed in the TEC 🙏","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",0,5,13,13,55,,,,,,false,false,false,false,false,"teaci#6108","0x1bE3505328880F1f204c664d430a9d2817d9D4cc","miguelb#5176","0x7311b7bf2f004b8070efAf4A130348EEB18EF369","PhilH#1102","0xAa01DeC5307CF17F20881A3286dcaA062578cea7","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B",21.5
"637be9ab4287630828defeec","2022-11-21T21:12:11.440Z","GideonRo#3175","621f79d595a79aa51435c5ff","0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53","liviade#1387","621f79ce95a79aa51435b227","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","for a smooth 3 hours session to finish the TEC transition proposal and understand all the holes that need to be addressed in the TEC 🙏","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",0,0,0,0,0,,"637be97a4287630828defedd",,"637be97a4287630828defedd","637be97a4287630828defedd",false,false,true,false,false,"teaci#6108","0x1bE3505328880F1f204c664d430a9d2817d9D4cc","miguelb#5176","0x7311b7bf2f004b8070efAf4A130348EEB18EF369","PhilH#1102","0xAa01DeC5307CF17F20881A3286dcaA062578cea7","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B",1.82
"637beb984287630828defefb","2022-11-21T21:20:24.105Z","r-x-x#8344","62719c82d6f46f43ffe0ce96","0x1409a9ef3450D5d50aAd004f417436e772FbF8fC","liviade#1387","621f79ce95a79aa51435b227","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","for cleaning the forum of innactive admins and moderators","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",0,5,13,13,34,,,,,,false,false,false,false,false,"teaci#6108","0x1bE3505328880F1f204c664d430a9d2817d9D4cc","miguelb#5176","0x7311b7bf2f004b8070efAf4A130348EEB18EF369","PhilH#1102","0xAa01DeC5307CF17F20881A3286dcaA062578cea7","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B",16.25
"637c024a4287630828deff0a","2022-11-21T22:57:14.984Z","durgadas#9280","621f79d495a79aa51435c33f","0xfF6d6a7718A234A84f740480Dbb07f6c09cF1cD5","r-x-x#8344","62719c82d6f46f43ffe0ce96","0x1409a9ef3450D5d50aAd004f417436e772FbF8fC","For helping out in credentials, both with locating people, helping out with getting  credentials to a manageable state!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",0,5,8,13,34,,,,,,false,false,false,false,false,"teaci#6108","0x1bE3505328880F1f204c664d430a9d2817d9D4cc","miguelb#5176","0x7311b7bf2f004b8070efAf4A130348EEB18EF369","PhilH#1102","0xAa01DeC5307CF17F20881A3286dcaA062578cea7","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B",15
"637c024b4287630828deff11","2022-11-21T22:57:15.550Z","GideonRo#3175","621f79d595a79aa51435c5ff","0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53","r-x-x#8344","62719c82d6f46f43ffe0ce96","0x1409a9ef3450D5d50aAd004f417436e772FbF8fC","For helping out in credentials, both with locating people, helping out with getting  credentials to a manageable state!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",0,5,8,5,34,,,,,,false,false,false,false,false,"teaci#6108","0x1bE3505328880F1f204c664d430a9d2817d9D4cc","miguelb#5176","0x7311b7bf2f004b8070efAf4A130348EEB18EF369","PhilH#1102","0xAa01DeC5307CF17F20881A3286dcaA062578cea7","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B",13
"637c024b4287630828deff18","2022-11-21T22:57:15.773Z","Griff (💜,💜)#8888","621f79ce95a79aa51435b223","0x839395e20bbB182fa440d08F850E6c7A8f6F0780","r-x-x#8344","62719c82d6f46f43ffe0ce96","0x1409a9ef3450D5d50aAd004f417436e772FbF8fC","For helping out in credentials, both with locating people, helping out with getting  credentials to a manageable state!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",0,8,8,13,34,,,,,,false,false,false,false,false,"teaci#6108","0x1bE3505328880F1f204c664d430a9d2817d9D4cc","miguelb#5176","0x7311b7bf2f004b8070efAf4A130348EEB18EF369","PhilH#1102","0xAa01DeC5307CF17F20881A3286dcaA062578cea7","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B",15.75
"637c024c4287630828deff1f","2022-11-21T22:57:16.516Z","natesuits#4789","621f79cf95a79aa51435b2f7","0x66dF5A7715C5D4AfbBFA52435c66aa20733be0d1","r-x-x#8344","62719c82d6f46f43ffe0ce96","0x1409a9ef3450D5d50aAd004f417436e772FbF8fC","For helping out in credentials, both with locating people, helping out with getting  credentials to a manageable state!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",0,5,8,8,34,,,,,,false,false,false,false,false,"teaci#6108","0x1bE3505328880F1f204c664d430a9d2817d9D4cc","miguelb#5176","0x7311b7bf2f004b8070efAf4A130348EEB18EF369","PhilH#1102","0xAa01DeC5307CF17F20881A3286dcaA062578cea7","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B",13.75
"637c024d4287630828deff26","2022-11-21T22:57:17.248Z","geleeroyale#3228","621f79db95a79aa51435d757",,"r-x-x#8344","62719c82d6f46f43ffe0ce96","0x1409a9ef3450D5d50aAd004f417436e772FbF8fC","For helping out in credentials, both with locating people, helping out with getting  credentials to a manageable state!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",0,8,8,8,34,,,,,,false,false,false,false,false,"teaci#6108","0x1bE3505328880F1f204c664d430a9d2817d9D4cc","miguelb#5176","0x7311b7bf2f004b8070efAf4A130348EEB18EF369","PhilH#1102","0xAa01DeC5307CF17F20881A3286dcaA062578cea7","Tamarandom#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B",14.5
