,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
1,116,6286877190ff2413f6a06cbc,2022-05-19T18:07:45.486Z,Mount Manu#3530,karmaticacid | AFK til Sept 12#1218,for dilligently transcribing so much praise before now,6286831390ff2413f6a06bc5,6286831390ff2413f6a06bc5,6286831390ff2413f6a06bc5,0,pat.zip (TE Academy)#5266,innov8tor3#3988,liviade#1387,Usua◎ Silver#2618,11.98,144.0,False,for dilligently transcribing so much praise before now
2,335,629105fe90ff2413f6a071c3,2022-05-27T17:10:22.620Z,Mount Manu#3530,mattyjee#8621,for transcribing several months of praise given verbally during community calls -- a tedious and thankless task that brought a lot more praise into the system than would otherwise be ingested. I think that volume of praise input has helped us to better understand the system and will help to iterate it.,6286831390ff2413f6a06bc5,6286831390ff2413f6a06bc5,6286831390ff2413f6a06bc5,0,pat.zip (TE Academy)#5266,innov8tor3#3988,liviade#1387,Usua◎ Silver#2618,13.23,144.0,False,for transcribing several months of praise given verbally during community calls -- a tedious and thankless task that brought a lot more praise into the system than would otherwise be ingested. I think that volume of praise input has helped us to better understand the system and will help to iterate it.
3,72,628682cd90ff2413f6a06ba1,2022-05-19T17:47:57.462Z,Mert Ozd#6679,divine_comedian#5493,for a great discussion on the proposal inverter wireframes and UX,0,628e99ae90ff2413f6a06f48,0,0,pat.zip (TE Academy)#5266,innov8tor3#3988,zhiwei#1356,osycross(🦎🦎)#5943,15.35,144.0,False,for a great discussion on the proposal inverter wireframes and UX
9,103,6286867b90ff2413f6a06c64,2022-05-19T18:03:39.575Z,GideonRo#3175,karmaticacid | AFK til Sept 12#1218,for putting together this awesome poll to capture opinions on Common Pool management in the stewards council,0,6286834590ff2413f6a06bdb,6286834590ff2413f6a06bdb,0,tigeroid#2951,innov8tor3#3988,liviade#1387,Usua◎ Silver#2618,9.94,89.0,False,for putting together this awesome poll to capture opinions on Common Pool management in the stewards council
10,135,6286890590ff2413f6a06d39,2022-05-19T18:14:29.404Z,GideonRo#3175,Tamarandom#9361,hosting council and leading the Sampa WG which is focused on financial health and bringing Polis into the TEC.,0,6286834590ff2413f6a06bdb,62867f1990ff2413f6a06b18,0,tigeroid#2951,innov8tor3#3988,liviade#1387,Usua◎ Silver#2618,9.51,89.0,False,hosting council and leading the Sampa WG which is focused on financial health and bringing Polis into the TEC.
11,105,628686a890ff2413f6a06c72,2022-05-19T18:04:24.132Z,GideonRo#3175,Mert Ozd#6679,for amazing steward council facilitation. Always very prepared !,0,6286834590ff2413f6a06bdb,62867f1990ff2413f6a06b18,0,tigeroid#2951,innov8tor3#3988,liviade#1387,Usua◎ Silver#2618,9.51,89.0,False,for amazing steward council facilitation. Always very prepared !
14,98,6286857990ff2413f6a06c41,2022-05-19T17:59:21.767Z,Tamarandom#9361,liviade#1387,for submitting the stewards funding proposal to conviction voting and opening space for stewards to chat about it,62823d4a90ff2413f6a06a08,62823d4a90ff2413f6a06a08,0,0,AmwFund#0979,boonjue.eth#7124,zhiwei#1356,osycross(🦎🦎)#5943,11.05,89.0,False,for submitting the stewards funding proposal to conviction voting and opening space for stewards to chat about it
26,280,6290126190ff2413f6a0708e,2022-05-26T23:50:57.427Z,zhiwei#1356,liviade#1387,for being incredible in the development of categories to the RAD dashboard,0,628fc41e90ff2413f6a06fc6,0,0,pat.zip (TE Academy)#5266,boonjue.eth#7124,teaci#6108,divine_comedian#5493,32.07,72.0,False,for being incredible in the development of categories to the RAD dashboard
29,245,628fc24890ff2413f6a06fb1,2022-05-26T18:09:12.744Z,pat.zip (TE Academy)#5266,Juankbell#7458,for preparing a introduction to TE in spanish for the 10th of june!,628687b090ff2413f6a06ceb,628687b090ff2413f6a06ceb,0,628687b090ff2413f6a06ceb,tigeroid#2951,Vyvy-vi#5040,liviade#1387,osycross(🦎🦎)#5943,1.25,34.0,False,for preparing a introduction to TE in spanish for the 10th of june!
39,134,628688aa90ff2413f6a06d32,2022-05-19T18:12:58.152Z,Tamarandom#9361,GideonRo#3175,for being such an amazing sounding board and guide for so many people in this organization.,6286813a90ff2413f6a06b34,0,0,0,AmwFund#0979,boonjue.eth#7124,zhiwei#1356,osycross(🦎🦎)#5943,10.63,34.0,False,for being such an amazing sounding board and guide for so many people in this organization.
47,266,628fce7290ff2413f6a0702e,2022-05-26T19:01:06.140Z,Gaian#8075,Tamarandom#9361,first article out of the Writer's Guild! WOOOOOOOT!,628fbde190ff2413f6a06f9e,628fbde190ff2413f6a06f9e,0,0,AmwFund#0979,innov8tor3#3988,teaci#6108,Usua◎ Silver#2618,3.5,34.0,False,first article out of the Writer's Guild! WOOOOOOOT!
49,59,628681a090ff2413f6a06b4c,2022-05-19T17:42:56.079Z,GideonRo#3175,Zeptimus#3359,for a great steward council,0,62867f1990ff2413f6a06b18,62867f1990ff2413f6a06b18,0,tigeroid#2951,innov8tor3#3988,liviade#1387,Usua◎ Silver#2618,6.13,34.0,False,for a great steward council
50,58,6286815e90ff2413f6a06b45,2022-05-19T17:41:50.026Z,Gaian#8075,Zeptimus#3359,for  the Transparency article its so good!,0,628fbde190ff2413f6a06f9e,0,0,AmwFund#0979,innov8tor3#3988,teaci#6108,Usua◎ Silver#2618,9.8,34.0,False,for  the Transparency article its so good!
51,267,628fd01690ff2413f6a07038,2022-05-26T19:08:06.782Z,Lovis#5529,liviade#1387,for joining us from tokenomics DAO to present the TE spotligh!,628fce4790ff2413f6a07027,0,0,0,pat.zip (TE Academy)#5266,boonjue.eth#7124,teaci#6108,osycross(🦎🦎)#5943,13.7,34.0,False,for joining us from tokenomics DAO to present the TE spotligh!
53,251,628fca8990ff2413f6a06fd8,2022-05-26T18:44:25.091Z,Gaian#8075,Zeptimus#3359,for the lit medium article Transparency within a DAO⚡,628fbde190ff2413f6a06f9e,628fbde190ff2413f6a06f9e,0,0,AmwFund#0979,innov8tor3#3988,teaci#6108,Usua◎ Silver#2618,3.5,34.0,False,for the lit medium article Transparency within a DAO⚡
56,294,629017a790ff2413f6a070da,2022-05-27T00:13:27.992Z,Gaian#8075,GideonRo#3175,for publishing the Writers Guild's first article on TEC Medium,628fbde190ff2413f6a06f9e,628fbde190ff2413f6a06f9e,0,0,AmwFund#0979,innov8tor3#3988,teaci#6108,Usua◎ Silver#2618,3.5,34.0,False,for publishing the Writers Guild's first article on TEC Medium
60,26,6282bfd390ff2413f6a06a8d,2022-05-16T21:19:15.158Z,BiancaGadelha#2667,AnnAnna#4694,All the support and effort made to achieve our goal with the research in psychology.,0,0,0,62829ef790ff2413f6a06a74,tigeroid#2951,boonjue.eth#7124,zhiwei#1356,osycross(🦎🦎)#5943,14.07,34.0,False,All the support and effort made to achieve our goal with the research in psychology.
69,271,62900aac90ff2413f6a0705e,2022-05-26T23:18:04.069Z,Juankbell#7458,liviade#1387,for pushing through the gravity training and evolving this process everyday with the help of the whole gravity team,0,0,0,628fd70690ff2413f6a0703f,pat.zip (TE Academy)#5266,innov8tor3#3988,teaci#6108,osycross(🦎🦎)#5943,18.77,34.0,False,for pushing through the gravity training and evolving this process everyday with the help of the whole gravity team
71,273,62900ad790ff2413f6a07069,2022-05-26T23:18:47.604Z,Mert Ozd#6679,liviade#1387,for proposing tangible next steps for the partnership between omega and soft gov,0,0,0,628681e690ff2413f6a06b5e,pat.zip (TE Academy)#5266,innov8tor3#3988,zhiwei#1356,osycross(🦎🦎)#5943,19.32,34.0,False,for proposing tangible next steps for the partnership between omega and soft gov
72,182,628a377b90ff2413f6a06e31,2022-05-22T13:15:39.954Z,Juankbell#7458,Jeremy&TheGospelOfChange#8201,for making the gravity practice sessions possible with your participation,0,0,0,6286829a90ff2413f6a06b93,pat.zip (TE Academy)#5266,innov8tor3#3988,teaci#6108,osycross(🦎🦎)#5943,16.1,34.0,False,for making the gravity practice sessions possible with your participation
73,230,628ea77c90ff2413f6a06f56,2022-05-25T22:02:36.417Z,acidlazzer#5796,BiancaGadelha#2667,for sharing our mental health conversation event on TEC twitter,0,628ea67f90ff2413f6a06f4f,0,0,AmwFund#0979,innov8tor3#3988,liviade#1387,divine_comedian#5493,3.27,21.0,False,for sharing our mental health conversation event on TEC twitter
84,243,628fc24890ff2413f6a06fa9,2022-05-26T18:09:12.182Z,Zeptimus#3359,Juankbell#7458,for preparing a introduction to TE in spanish for the 10th of june!,628687af90ff2413f6a06ce3,628687af90ff2413f6a06ce3,0,628687af90ff2413f6a06ce3,pat.zip (TE Academy)#5266,boonjue.eth#7124,teaci#6108,divine_comedian#5493,4.8,55.0,False,for preparing a introduction to TE in spanish for the 10th of june!
91,108,628686e690ff2413f6a06c87,2022-05-19T18:05:26.255Z,eduardovegap#0422,karmaticacid | AFK til Sept 12#1218,"for the epic orientation calls, bringing in the right stewards at the right time to make sure that everyone is engaged & interested!",6286869d90ff2413f6a06c6b,0,6286869d90ff2413f6a06c6b,0,AmwFund#0979,Vyvy-vi#5040,liviade#1387,osycross(🦎🦎)#5943,3.1,21.0,False,"for the epic orientation calls, bringing in the right stewards at the right time to make sure that everyone is engaged & interested!"
105,132,6286886190ff2413f6a06d24,2022-05-19T18:11:45.407Z,Tamarandom#9361,Juankbell#7458,For her continous presence and support giving order to our community,6286813a90ff2413f6a06b34,0,0,0,AmwFund#0979,boonjue.eth#7124,zhiwei#1356,osycross(🦎🦎)#5943,7.38,21.0,False,For her continous presence and support giving order to our community
142,192,628bd28090ff2413f6a06e7f,2022-05-23T18:29:20.336Z,BiancaGadelha#2667,acidlazzer#5796,for her organization with the POAP tasks for the next graviton training,0,0,0,6286827590ff2413f6a06b85,tigeroid#2951,boonjue.eth#7124,zhiwei#1356,osycross(🦎🦎)#5943,11.03,21.0,False,for her organization with the POAP tasks for the next graviton training
185,232,628f43aa90ff2413f6a06f65,2022-05-26T09:08:58.118Z,Juankbell#7458,innov8tor3#3988,For the great Gravity meeting about the Commons Prize!,628f434e90ff2413f6a06f5d,628f434e90ff2413f6a06f5d,0,628f434e90ff2413f6a06f5d,pat.zip (TE Academy)#5266,innov8tor3#3988,teaci#6108,osycross(🦎🦎)#5943,1.57,21.0,False,For the great Gravity meeting about the Commons Prize!
188,100,628685b090ff2413f6a06c4f,2022-05-19T18:00:16.570Z,Letty#5399,nic#9212,"for hosting the Twin Experience for us. It was honestly such an amazing experience. I think your energy specifically created that warm/safe space feeling and helped me feel open to the experience. It's so cool to see the visualisations of the TE Library experience. I'll definitely be trying this nightly. The experience itself was very rejuvenating too, so it's nice to experience this in a place of 'work'. Thank you for being you and in doing so making such a difference!",0,6286855d90ff2413f6a06c3a,0,0,AmwFund#0979,innov8tor3#3988,zhiwei#1356,osycross(🦎🦎)#5943,10.28,21.0,False,"for hosting the Twin Experience for us. It was honestly such an amazing experience. I think your energy specifically created that warm/safe space feeling and helped me feel open to the experience. It's so cool to see the visualisations of the TE Library experience. I'll definitely be trying this nightly. The experience itself was very rejuvenating too, so it's nice to experience this in a place of 'work'. Thank you for being you and in doing so making such a difference!"
192,296,6290181290ff2413f6a070e8,2022-05-27T00:15:14.657Z,jasontphelpsNH#9486,GideonRo#3175,for pulling together an audit of all of the navigational copy in the TEC Discord and fixing a bunch of problems with it.,0,628fa18090ff2413f6a06f6c,0,0,AmwFund#0979,innov8tor3#3988,zhiwei#1356,osycross(🦎🦎)#5943,14.28,21.0,False,for pulling together an audit of all of the navigational copy in the TEC Discord and fixing a bunch of problems with it.
203,118,6286878c90ff2413f6a06cca,2022-05-19T18:08:12.142Z,acidlazzer#5796,karmaticacid | AFK til Sept 12#1218,for keeping the twitter tight & keeping TE tuesdays alive!,628681c990ff2413f6a06b53,628681c990ff2413f6a06b53,0,628681c990ff2413f6a06b53,AmwFund#0979,innov8tor3#3988,liviade#1387,divine_comedian#5493,4.63,21.0,False,for keeping the twitter tight & keeping TE tuesdays alive!
225,188,628bcc3790ff2413f6a06e68,2022-05-23T18:02:31.906Z,alantv#0964,acidlazzer#5796,for joining the animation and video production weekly sync,0,0,0,628288ba90ff2413f6a06a39,pat.zip (TE Academy)#5266,Vyvy-vi#5040,liviade#1387,osycross(🦎🦎)#5943,2.58,8.0,False,for joining the animation and video production weekly sync
226,189,628bcc3890ff2413f6a06e6d,2022-05-23T18:02:32.484Z,johnjonas#2307,acidlazzer#5796,for joining the animation and video production weekly sync,0,0,0,628288bc90ff2413f6a06a3e,pat.zip (TE Academy)#5266,Vyvy-vi#5040,zhiwei#1356,osycross(🦎🦎)#5943,3.58,8.0,False,for joining the animation and video production weekly sync
331,227,628e997c90ff2413f6a06f41,2022-05-25T21:02:52.681Z,Nebs#2035,divine_comedian#5493,"for their development work on the reward system, including adding the FAQ page, squashing bugs and improving the UX of the system",0,0,0,628683b790ff2413f6a06bf9,tigeroid#2951,innov8tor3#3988,teaci#6108,osycross(🦎🦎)#5943,23.8,34.0,False,"for their development work on the reward system, including adding the FAQ page, squashing bugs and improving the UX of the system"
