id,date,to user account,to user account id,to eth address,from user account,from user account id,from eth address,reason,source id,source name,score 1,score 2,score 3,duplicate id 1,duplicate id 2,duplicate id 3,dismissed 1,dismissed 2,dismissed 3,quantifier 1 username,quantifier 1 eth address,quantifier 2 username,quantifier 2 eth address,quantifier 3 username,quantifier 3 eth address,avg score
653fe39e521c1c29820ebfc4,2023-10-30T17:10:54.358000Z,Tamarandom#9361,621f79ce95a79aa51435b225,0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8,ygg_anderson#4998,621f79d195a79aa51435b8a4,0x763d7D362B59aeA3858a92a302e18cd41b1252d4,For lead very thorough advise process across many aspects of the OP migration in the TECAN call.,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,21,13,13,,,,false,false,false,divine_comedian,0x320c338BCF70bAAaE26e96201C33B48105Bc62C2,bear100,0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70,makkiyzy,0x8C55ACD4477e1eF76401E7FF5FD3eb37925d29C3,15.6666666666667
653fe39e521c1c29820ebfc3,2023-10-30T17:10:54.358000Z,"sem(🌸,🐝)#0161",621f79d095a79aa51435b5b8,0x970f31FfC1429c75B0bc56c42e92a58198E858cf,ygg_anderson#4998,621f79d195a79aa51435b8a4,0x763d7D362B59aeA3858a92a302e18cd41b1252d4,For lead very thorough advise process across many aspects of the OP migration in the TECAN call.,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,13,0,13,,,,false,false,false,nuggan,0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB,enti,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,makkiyzy,0x8C55ACD4477e1eF76401E7FF5FD3eb37925d29C3,8.66666666666667
653fe3cf521c1c29820ec0c5,2023-10-30T17:11:43.611000Z,JeffEmmett#7202,621f79ce95a79aa51435b213,0x778549Eb292AC98A96a05E122967f22eFA003707,eenti,6220d93f95a79aa51436be5e,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,for jumping to last weeks' QF project call and chat through what's happening,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,5,0,8,,,,false,false,false,nuggan,0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB,enti,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,makkiyzy,0x8C55ACD4477e1eF76401E7FF5FD3eb37925d29C3,4.33333333333333
653fe3cf521c1c29820ec0c6,2023-10-30T17:11:43.612000Z,ygg_anderson#4998,621f79d195a79aa51435b8a4,0x763d7D362B59aeA3858a92a302e18cd41b1252d4,eenti,6220d93f95a79aa51436be5e,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,for jumping to last weeks' QF project call and chat through what's happening,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,5,5,8,,,,false,false,false,nuggan,0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB,bear100,0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70,makkiyzy,0x8C55ACD4477e1eF76401E7FF5FD3eb37925d29C3,6
653fe3cf521c1c29820ec0c8,2023-10-30T17:11:43.612000Z,0xBlockBoy  🏴#8972,64665936ee33b79de3557f21,,eenti,6220d93f95a79aa51436be5e,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,for jumping to last weeks' QF project call and chat through what's happening,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,5,0,5,,,,false,false,false,nuggan,0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB,enti,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,makkiyzy,0x8C55ACD4477e1eF76401E7FF5FD3eb37925d29C3,3.33333333333333
653fe3cf521c1c29820ec0c7,2023-10-30T17:11:43.612000Z,🐙 octopus#5508,621f79d995a79aa51435d2e2,0x77d40c87D423eFb7ec576e80998A48377Adf86dF,eenti,6220d93f95a79aa51436be5e,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,for jumping to last weeks' QF project call and chat through what's happening,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,13,5,5,,,,false,false,false,divine_comedian,0x320c338BCF70bAAaE26e96201C33B48105Bc62C2,bear100,0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70,makkiyzy,0x8C55ACD4477e1eF76401E7FF5FD3eb37925d29C3,7.66666666666667
653fe3e8521c1c29820ec1ad,2023-10-30T17:12:08.980000Z,eenti,6220d93f95a79aa51436be5e,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,ygg_anderson#4998,621f79d195a79aa51435b8a4,0x763d7D362B59aeA3858a92a302e18cd41b1252d4,For launching TEGR3!,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,13,13,8,,,,false,false,false,nuggan,0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB,bear100,0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70,acidlazzer,0x8aA27E90E139d5AB5704df69429341cbCb2d2464,11.3333333333333
653fe3fe521c1c29820ec26c,2023-10-30T17:12:30.389000Z,bear100#9085,623ccc0771e68891990eb3c6,0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70,Tamarandom#9361,621f79ce95a79aa51435b225,0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8,for the meticulous drafting of documentation that you have been sharing to advance initiatives across multiple fronts.,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,21,0,8,,,,false,false,false,divine_comedian,0x320c338BCF70bAAaE26e96201C33B48105Bc62C2,enti,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,acidlazzer,0x8aA27E90E139d5AB5704df69429341cbCb2d2464,9.66666666666667
653fe42a521c1c29820ec332,2023-10-30T17:13:14.317000Z,eenti,6220d93f95a79aa51436be5e,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,ygg_anderson#4998,621f79d195a79aa51435b8a4,0x763d7D362B59aeA3858a92a302e18cd41b1252d4,"For outstanding ecosystem development, meeting with QZ from clr.fund",DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,8,5,5,,,,false,false,false,nuggan,0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB,bear100,0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70,acidlazzer,0x8aA27E90E139d5AB5704df69429341cbCb2d2464,6
653fe42b521c1c29820ec3f9,2023-10-30T17:13:15.608000Z,eenti,6220d93f95a79aa51436be5e,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,Tamarandom#9361,621f79ce95a79aa51435b225,0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8,managing another round of GG and not letting any detail slip through the cracks.,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,8,34,5,,,,false,false,false,nuggan,0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB,bear100,0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70,acidlazzer,0x8aA27E90E139d5AB5704df69429341cbCb2d2464,15.6666666666667
653fe46e521c1c29820ec506,2023-10-30T17:14:22.322000Z,JeffEmmett#7202,621f79ce95a79aa51435b213,0x778549Eb292AC98A96a05E122967f22eFA003707,eenti,6220d93f95a79aa51436be5e,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,and Vasily (can't find his handle) for attending and/or helping coordinate the first TE Grants Program Advisory Meeting!! Lot's of really good feedback. I'm really happy with the discussion we had,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,5,0,13,,,,false,false,false,nuggan,0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB,enti,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,makkiyzy,0x8C55ACD4477e1eF76401E7FF5FD3eb37925d29C3,6
653fe46e521c1c29820ec507,2023-10-30T17:14:22.322000Z,Tamarandom#9361,621f79ce95a79aa51435b225,0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8,eenti,6220d93f95a79aa51436be5e,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,and Vasily (can't find his handle) for attending and/or helping coordinate the first TE Grants Program Advisory Meeting!! Lot's of really good feedback. I'm really happy with the discussion we had,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,13,21,13,,,,false,false,false,divine_comedian,0x320c338BCF70bAAaE26e96201C33B48105Bc62C2,bear100,0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70,makkiyzy,0x8C55ACD4477e1eF76401E7FF5FD3eb37925d29C3,15.6666666666667
