ID,DATE,TO USER ACCOUNT,TO USER ACCOUNT ID,TO ETH ADDRESS,FROM USER ACCOUNT,FROM USER ACCOUNT ID,FROM ETH ADDRESS,REASON,SOURCE ID,SOURCE NAME,SCORE 1,SCORE 2,SCORE 3,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DISMISSED 1,DISMISSED 2,DISMISSED 3,QUANTIFIER 1 USERNAME,QUANTIFIER 1 ETH ADDRESS,QUANTIFIER 2 USERNAME,QUANTIFIER 2 ETH ADDRESS,QUANTIFIER 3 USERNAME,QUANTIFIER 3 ETH ADDRESS,AVG SCORE,PERCENTAGE,TOKEN TO RECEIVE
64beb02aba8318f4ee942f10,2023-07-24T17:08:58.881000Z,liviade#1387,621f79ce95a79aa51435b227,0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6,gideonro#0,621f79d595a79aa51435c5ff,0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53,for her excellent presentation at EthCC on the results of the TE stakeholder study!,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,21,89,13,,,,False,False,False,makkiyzy,0x8C55ACD4477e1eF76401E7FF5FD3eb37925d29C3,divine_comedian,0x320c338BCF70bAAaE26e96201C33B48105Bc62C2,r33pich33p,0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B,41.0,0.025235945835043096,11.650933062987285
64beb033ba8318f4ee942fdd,2023-07-24T17:09:07.216000Z,bear100#9085,623ccc0771e68891990eb3c6,0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70,JHennyArt#2106,63b5a2afef905c1d9bee6819,0xeC3de6e05F3c5A0b8304488Be1f114ED0104e10D,for being patient and community with me regarding the update on comms stratergy,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,0,5,21,,,,False,False,False,innov8tor3,0xBCAD90F4a1ED4067d9bC33D4089FF18A82250253,divine_comedian,0x320c338BCF70bAAaE26e96201C33B48105Bc62C2,r33pich33p,0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B,8.66666666666667,0.0053344275748871605,2.4627988588428416
64beb055ba8318f4ee9430a0,2023-07-24T17:09:41.342000Z,JHennyArt#2106,63b5a2afef905c1d9bee6819,0xeC3de6e05F3c5A0b8304488Be1f114ED0104e10D,natesuits#4789,621f79cf95a79aa51435b2f7,0x66dF5A7715C5D4AfbBFA52435c66aa20733be0d1,for editing videos and working on the TEA events project with me!  He did an amazing job and was open and available!  Thank you!,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,0,8,0,,,,False,False,False,innov8tor3,0xBCAD90F4a1ED4067d9bC33D4089FF18A82250253,r-x-x,0x1409a9ef3450D5d50aAd004f417436e772FbF8fC,pat.zip_te_academy,0x9F6b969Ee3F9C2b0a528b3029049e34BBD4bdB49,2.66666666666667,0.0016413623307345124,0.7577842642593365
64beb059ba8318f4ee943164,2023-07-24T17:09:45.120000Z,liviade#1387,621f79ce95a79aa51435b227,0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6,Isaac (enti)#1546,6220d93f95a79aa51436be5e,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,"for two amazing talks at ETH Barcelona and ETHCC on the stakeholder study, really enjoyed watching them!!",DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,0,0,13,64beb02aba8318f4ee942f10,64beb02aba8318f4ee942f10,,False,False,False,makkiyzy,0x8C55ACD4477e1eF76401E7FF5FD3eb37925d29C3,divine_comedian,0x320c338BCF70bAAaE26e96201C33B48105Bc62C2,r33pich33p,0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B,4.33333333333333,0.0026672137874435772,1.2313994294214194
64beb072ba8318f4ee943228,2023-07-24T17:10:10.592000Z,natesuits#4789,621f79cf95a79aa51435b2f7,0x66dF5A7715C5D4AfbBFA52435c66aa20733be0d1,JHennyArt#2106,63b5a2afef905c1d9bee6819,0xeC3de6e05F3c5A0b8304488Be1f114ED0104e10D,for giving clear communication with regards to editing videos and pointing me in the right direction,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,13,5,0,,,,False,False,False,makkiyzy,0x8C55ACD4477e1eF76401E7FF5FD3eb37925d29C3,r-x-x,0x1409a9ef3450D5d50aAd004f417436e772FbF8fC,pat.zip_te_academy,0x9F6b969Ee3F9C2b0a528b3029049e34BBD4bdB49,6.0,0.003693065244152648,1.705014594583505
64beb078ba8318f4ee9432ea,2023-07-24T17:10:16.800000Z,natesuits#4789,621f79cf95a79aa51435b2f7,0x66dF5A7715C5D4AfbBFA52435c66aa20733be0d1,Isaac (enti)#1546,6220d93f95a79aa51436be5e,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,"for plugging in to the TEA to help them coordinate some work for the Barcamp, heard good things about it!",DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,8,13,0,,,,False,False,False,makkiyzy,0x8C55ACD4477e1eF76401E7FF5FD3eb37925d29C3,r-x-x,0x1409a9ef3450D5d50aAd004f417436e772FbF8fC,pat.zip_te_academy,0x9F6b969Ee3F9C2b0a528b3029049e34BBD4bdB49,7.0,0.0043085761181780894,1.9891836936807559
64beb07eba8318f4ee9433b2,2023-07-24T17:10:22.696000Z,Isaac (enti)#1546,6220d93f95a79aa51436be5e,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,liviade#1387,621f79ce95a79aa51435b227,0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6,for coordinating proposal submission and making sure they are voted!,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,21,13,13,,,,False,False,False,makkiyzy,0x8C55ACD4477e1eF76401E7FF5FD3eb37925d29C3,r-x-x,0x1409a9ef3450D5d50aAd004f417436e772FbF8fC,natesuits,0x66dF5A7715C5D4AfbBFA52435c66aa20733be0d1,15.6666666666667,0.009643003693065267,4.451982552523606
64beb092ba8318f4ee943473,2023-07-24T17:10:42.740000Z,Isaac (enti)#1546,6220d93f95a79aa51436be5e,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,gideonro#0,621f79d595a79aa51435c5ff,0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53,for managing the vote on the TE Grants Round vote in Tao voting,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,21,13,0,,,64beb07eba8318f4ee9433b2,False,False,False,makkiyzy,0x8C55ACD4477e1eF76401E7FF5FD3eb37925d29C3,r-x-x,0x1409a9ef3450D5d50aAd004f417436e772FbF8fC,natesuits,0x66dF5A7715C5D4AfbBFA52435c66aa20733be0d1,11.3333333333333,0.0069757899056216485,3.2205831231021667
64beb094ba8318f4ee943599,2023-07-24T17:10:44.448000Z,"Griff (💜,💜)#8888",621f79ce95a79aa51435b223,0x839395e20bbB182fa440d08F850E6c7A8f6F0780,bear100#9085,623ccc0771e68891990eb3c6,0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70,for their great presentations at ETHCC and the TEBarcamp,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,0,21,13,,,,False,False,False,innov8tor3,0xBCAD90F4a1ED4067d9bC33D4089FF18A82250253,r-x-x,0x1409a9ef3450D5d50aAd004f417436e772FbF8fC,natesuits,0x66dF5A7715C5D4AfbBFA52435c66aa20733be0d1,11.3333333333333,0.0069757899056216485,3.2205831231021667
64beb094ba8318f4ee94359c,2023-07-24T17:10:44.449000Z,Tamarandom#9361,621f79ce95a79aa51435b225,0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8,bear100#9085,623ccc0771e68891990eb3c6,0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70,for their great presentations at ETHCC and the TEBarcamp,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,0,89,0,,,,False,False,False,innov8tor3,0xBCAD90F4a1ED4067d9bC33D4089FF18A82250253,divine_comedian,0x320c338BCF70bAAaE26e96201C33B48105Bc62C2,pat.zip_te_academy,0x9F6b969Ee3F9C2b0a528b3029049e34BBD4bdB49,29.6666666666667,0.018260155929421446,8.430349939885117
