,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
3,324,62a37bc4a12b884b0d8c105a,2022-06-10T17:13:40.436Z,Juankbell#7458,akrtws (TE Academy)#4246,"for organizing and running the first ""Introduction to Token Engineering"" session in Spanish. What an energy in the room, just mindblowing! 🤩",0,0,0,62a37b4ca12b884b0d8c103b,tonga#3112,teaci#6108,osycross(🦎🦎)#5943,divine_comedian#5493,13.7,144.0,False,"for organizing and running the first ""Introduction to Token Engineering"" session in Spanish. What an energy in the room, just mindblowing! 🤩"
4,328,62a3aea9a12b884b0d8c107a,2022-06-10T20:50:49.288Z,Juankbell#7458,pat.zip (TE Academy)#5266,"for explaining with so much care about what is TEC, during our Intro to TE in Spanish! Your presentation had a great flow and you managed to put in all needed content + personal perspectives while sticking to the short time. thank you for organizing, preparing, and presenting it!",0,0,0,62a37b4ca12b884b0d8c103b,tonga#3112,teaci#6108,osycross(🦎🦎)#5943,divine_comedian#5493,13.7,144.0,False,"for explaining with so much care about what is TEC, during our Intro to TE in Spanish! Your presentation had a great flow and you managed to put in all needed content + personal perspectives while sticking to the short time. thank you for organizing, preparing, and presenting it!"
8,89,62990ddd569ee334a45d478f,2022-06-02T19:22:05.882Z,r-x-x#8344,bear100#9085,for the great progress in the unified treasury chart in dune,6298fef8569ee334a45d476d,0,0,6298fef8569ee334a45d476d,missgene#7773,boonjue.eth#7124,Tam2140#9361,divine_comedian#5493,6.75,89.0,False,for the great progress in the unified treasury chart in dune
9,192,629fb709a12b884b0d8c0bca,2022-06-07T20:37:29.707Z,r-x-x#8344,Tam2140#9361,your work on the Unified Treasury Chart that you presented to Sampo today!,0,0,0,6298fef8569ee334a45d476d,missgene#7773,boonjue.eth#7124,Tam2140#9361,divine_comedian#5493,15.22,89.0,False,your work on the Unified Treasury Chart that you presented to Sampo today!
12,292,62a23b60a12b884b0d8c0f53,2022-06-09T18:26:40.707Z,Juankbell#7458,Zeptimus#3359,for building the slides of the TEC presentation in spanish and presenting it together tomorrow (L),0,0,0,62a2367aa12b884b0d8c0e30,tonga#3112,teaci#6108,osycross(🦎🦎)#5943,divine_comedian#5493,8.45,89.0,False,for building the slides of the TEC presentation in spanish and presenting it together tomorrow (L)
19,457,62a56ee1a12b884b0d8c155f,2022-06-12T04:43:13.633Z,Juankbell#7458,chuygarcia.eth#6692,[TRANSCRIBED MAY 5TH] finally announcing the third graviton training.,0,0,0,62a5589ea12b884b0d8c116f,tonga#3112,teaci#6108,osycross(🦎🦎)#5943,divine_comedian#5493,4.25,55.0,False,[TRANSCRIBED MAY 5TH] finally announcing the third graviton training.
22,228,62a23220a12b884b0d8c0d18,2022-06-09T17:47:12.790Z,Tam2140#9361,divine_comedian#5493,for keeping the stewards organized and accountable to themselves by checking in on their commitment to the steward role!,0,0,629cda74569ee334a45d48b8,0,zhiwei#1356,Nuggan#5183,shawn#7046,divine_comedian#5493,20.27,55.0,False,for keeping the stewards organized and accountable to themselves by checking in on their commitment to the steward role!
26,160,629e2f32569ee334a45d4a1c,2022-06-06T16:45:38.171Z,AnaTech#7412,angieberryberry#9822,for helping us reach 6k followers on TEA’s Twitter account 🎉,629e2347569ee334a45d4a00,0,0,629e2347569ee334a45d4a00,zhiwei#1356,Mount Manu#3530,osycross(🦎🦎)#5943,Zeptimus#3359,3.0,55.0,False,for helping us reach 6k followers on TEA’s Twitter account 🎉
30,423,62a561afa12b884b0d8c1414,2022-06-12T03:46:55.655Z,Juankbell#7458,bends#3537,[TRANSCRIBED MAY 5TH] for all the work done in gravity with the third graviton training.,0,0,0,62a5589ea12b884b0d8c116f,tonga#3112,teaci#6108,osycross(🦎🦎)#5943,divine_comedian#5493,5.25,55.0,False,[TRANSCRIBED MAY 5TH] for all the work done in gravity with the third graviton training.
33,113,629b02aa569ee334a45d488c,2022-06-04T06:58:50.132Z,Tam2140#9361,Zeptimus#3359,"for  coordinating all the stewards and do so much work behaind the scene so that happen! (facilitating almost every steward call, proposal  and bringing your knowledge to the common good im deey in love with retrospective and sprint planning would definitly apply it for any big project!)",0,0,6298d55c569ee334a45d468e,0,zhiwei#1356,Nuggan#5183,shawn#7046,divine_comedian#5493,25.6,55.0,False,"for  coordinating all the stewards and do so much work behaind the scene so that happen! (facilitating almost every steward call, proposal  and bringing your knowledge to the common good im deey in love with retrospective and sprint planning would definitly apply it for any big project!)"
40,392,62a55e98a12b884b0d8c12fa,2022-06-12T03:33:44.185Z,Juankbell#7458,acidlazzer#5796,[TRANSCRIBED MAY 5TH] for the really great work in the gravtion training coordination.,0,0,0,62a5589ea12b884b0d8c116f,tonga#3112,teaci#6108,osycross(🦎🦎)#5943,divine_comedian#5493,6.75,55.0,False,[TRANSCRIBED MAY 5TH] for the really great work in the gravtion training coordination.
42,513,62a664e6a12b884b0d8c179b,2022-06-12T22:12:54.743Z,angieberryberry#9822,pat.zip (TE Academy)#5266,[TRANSCRIBED MAY 12TH] for the work in the TEAMs. The marketing promotion of TE academy.,0,0,0,62a66224a12b884b0d8c1657,tigeroid#2951,acidlazzer#5796,Mettodo#7010,divine_comedian#5493,7.17,55.0,False,[TRANSCRIBED MAY 12TH] for the work in the TEAMs. The marketing promotion of TE academy.
44,219,62a2312ba12b884b0d8c0cc8,2022-06-09T17:43:07.594Z,Mert Ozd#6679,divine_comedian#5493,for updates on the proposal inverter UX and wireframes and being especially patient while we dump all of our ideas and opinions of UX onto them,0,0,6298d508569ee334a45d4673,0,Mike Brunt#0745,acidlazzer#5796,Tam2140#9361,divine_comedian#5493,21.59,55.0,False,for updates on the proposal inverter UX and wireframes and being especially patient while we dump all of our ideas and opinions of UX onto them
48,294,62a24ee5a12b884b0d8c0f64,2022-06-09T19:49:57.737Z,r33pich33p#6906,GideonRo#3175,for joining this week's Sampo call,0,0,0,62a231d9a12b884b0d8c0cf2,zhiwei#1356,boonjue.eth#7124,EFRA#7972,innov8tor3#3988,2.6,34.0,False,for joining this week's Sampo call
50,264,62a236b5a12b884b0d8c0e4c,2022-06-09T18:06:45.386Z,r33pich33p#6906,akrtws (TE Academy)#4246,"for contributing to the important conversation on funding TEC in the future, and the SAMPO proposal. Thanks for raising your voice in the forum!",0,0,629dbc44569ee334a45d496a,62a231d9a12b884b0d8c0cf2,zhiwei#1356,boonjue.eth#7124,EFRA#7972,innov8tor3#3988,4.67,34.0,False,"for contributing to the important conversation on funding TEC in the future, and the SAMPO proposal. Thanks for raising your voice in the forum!"
55,580,62a9009ba12b884b0d8c1a24,2022-06-14T21:41:47.177Z,natesuits#4789,Mount Manu#3530,"for gradually returning to our DAO in his role as omni-Steward, never failing to provide insight and thoughtful deliberation.",0,0,62a23acca12b884b0d8c0f21,0,zhiwei#1356,liviade#1387,EFRA#7972,Vyvy-vi#5040,10.7,34.0,False,"for gradually returning to our DAO in his role as omni-Steward, never failing to provide insight and thoughtful deliberation."
69,406,62a55f9da12b884b0d8c1370,2022-06-12T03:38:05.500Z,zhiwei#1356,divine_comedian#5493,[TRANSCRIBED MAY 5TH] for updates on the rad dashboard.,0,62a2326ca12b884b0d8c0d22,0,62a559d7a12b884b0d8c11ca,tonga#3112,boonjue.eth#7124,osycross(🦎🦎)#5943,lee0007#8152,1.95,34.0,False,[TRANSCRIBED MAY 5TH] for updates on the rad dashboard.
73,223,62a231d9a12b884b0d8c0cf2,2022-06-09T17:46:01.198Z,r33pich33p#6906,divine_comedian#5493,"for the wealth of ideas, feedback and discussions happening the sampo funding proposal",0,0,629dbc44569ee334a45d496a,0,zhiwei#1356,boonjue.eth#7124,EFRA#7972,innov8tor3#3988,15.32,34.0,False,"for the wealth of ideas, feedback and discussions happening the sampo funding proposal"
75,333,62a556d5a12b884b0d8c10b8,2022-06-12T03:00:37.168Z,Tam2140#9361,"griff (💜, 💜)#8888",[TRANSCRIBED MAY 5TH] for coming into stewardship and bringing the TEC so strong.,0,0,629cda74569ee334a45d48b8,0,zhiwei#1356,Nuggan#5183,shawn#7046,divine_comedian#5493,13.27,34.0,False,[TRANSCRIBED MAY 5TH] for coming into stewardship and bringing the TEC so strong.
