"id","date","to user account","to user account id","to eth address","from user account","from user account id","from eth address","reason","source id","source name","score 1","score 2","score 3","score 4","duplicate id 1","duplicate id 2","duplicate id 3","duplicate id 4","dismissed 1","dismissed 2","dismissed 3","dismissed 4","quantifier 1 username","quantifier 1 eth address","quantifier 2 username","quantifier 2 eth address","quantifier 3 username","quantifier 3 eth address","quantifier 4 username","quantifier 4 eth address","avg score"
"643ecab26b7c30df7f848e81","2023-04-18T16:52:02.446Z","Isaac (enti)#1546","6220d93f95a79aa51436be5e","0x6897aBe0fD62B589260784B21F4ca3F78A0D8017","natesuits#4789","621f79cf95a79aa51435b2f7","0x66dF5A7715C5D4AfbBFA52435c66aa20733be0d1","for all of the incredibly hard work he has put into the development of our first Grants program.  Truly great work.","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",21,144,0,13,,,,,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","divine_comedian#5493","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","bends#3537","0x1E975f53956d644868F3eA25690b1bbEda658565","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB",59.33
"643ecb5b6b7c30df7f848e90","2023-04-18T16:54:51.187Z","bear100#9085","623ccc0771e68891990eb3c6","0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70","natesuits#4789","621f79cf95a79aa51435b2f7","0x66dF5A7715C5D4AfbBFA52435c66aa20733be0d1","for the amazing work he has put into guiding us through our transitional phase of the TEC, all while managing operations and administration that keeps the coordination team accountable to the community.","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",8,21,34,13,,,,,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","Maxwe11#7157","0x3F20a6fE04b3A4b37bBBBea826ae23be56Baed74","GideonRo#3175","0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB",19
"643ecbaf6b7c30df7f848e9f","2023-04-18T16:56:15.033Z","JHennyArt#2106","63b5a2afef905c1d9bee6819","0xeC3de6e05F3c5A0b8304488Be1f114ED0104e10D","natesuits#4789","621f79cf95a79aa51435b2f7","0x66dF5A7715C5D4AfbBFA52435c66aa20733be0d1","for the numerous tasks you perform in the TEC, and the ease at which you have stepped up into the Communications role. Your contributions have been incredibly important.","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",5,21,0,5,,,,,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","divine_comedian#5493","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","bends#3537","0x1E975f53956d644868F3eA25690b1bbEda658565","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB",10.33
"643ecc006b7c30df7f848eae","2023-04-18T16:57:36.159Z","Marathonmind#3078","63b5e810ef905c1d9bee86a0","0x721bA19c32051Fd8e851a74958C52936516c7fDC","natesuits#4789","621f79cf95a79aa51435b2f7","0x66dF5A7715C5D4AfbBFA52435c66aa20733be0d1","for the work on Reputation Systems, organizing research, and the content you provide to the general public! You are truly a great writer and I'm glad you've been part of this coordination team!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",8,13,13,21,,,,,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","Maxwe11#7157","0x3F20a6fE04b3A4b37bBBBea826ae23be56Baed74","GideonRo#3175","0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53","pat.zip (TE Academy)#5266","0x9F6b969Ee3F9C2b0a528b3029049e34BBD4bdB49",13.75
"64429b9f6b7c30df7f848ebd","2023-04-21T14:20:15.716Z","Tamarandom#9361","621f79ce95a79aa51435b225","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","divine_comedian#5493","621f79cf95a79aa51435b4cc","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","for always coming into discussions with a level head and pragmatism, particularly around acceptance to the TEC QF round. She always has such a great way of laying out the facts and providing solutions that just seem so common sense!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",8,13,0,5,,,,,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","divine_comedian#5493","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","bends#3537","0x1E975f53956d644868F3eA25690b1bbEda658565","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB",8.67
"64429bda6b7c30df7f848ecc","2023-04-21T14:21:14.218Z","Isaac (enti)#1546","6220d93f95a79aa51436be5e","0x6897aBe0fD62B589260784B21F4ca3F78A0D8017","divine_comedian#5493","621f79cf95a79aa51435b4cc","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","for leading the latest contributor meeting and pushing forward the important topics including managing the imminent QF round and the subsequent twitter space","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",8,13,0,8,,,,,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","divine_comedian#5493","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","bends#3537","0x1E975f53956d644868F3eA25690b1bbEda658565","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB",9.67
"6442e4236b7c30df7f848edb","2023-04-21T19:29:39.407Z","kristofer#1475","621f79cf95a79aa51435b300","0xa32aECda752cF4EF89956e83d60C04835d4FA867","m-r-g-t#8344","62719c82d6f46f43ffe0ce96","0x1409a9ef3450D5d50aAd004f417436e772FbF8fC","for their great help with setting up a @tecommons.org email!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",5,13,0,5,,,,,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","divine_comedian#5493","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","bends#3537","0x1E975f53956d644868F3eA25690b1bbEda658565","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB",7.67
"6442e4376b7c30df7f848eea","2023-04-21T19:29:59.180Z","ClaraZi#5313","6256d00a71e68891992abb07","0xa9ccD6b0919e43FD7CFC990572E43c3CF6a17397","m-r-g-t#8344","62719c82d6f46f43ffe0ce96","0x1409a9ef3450D5d50aAd004f417436e772FbF8fC","for her constant support, kind words, and great aura. It's always great to work with her","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",5,5,0,3,,,,,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","divine_comedian#5493","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","bends#3537","0x1E975f53956d644868F3eA25690b1bbEda658565","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB",4.33
"644abaa96b7c30df7f848efb","2023-04-27T18:10:49.857Z","bear100#9085","623ccc0771e68891990eb3c6","0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70","GideonRo#3175","621f79d595a79aa51435c5ff","0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53","for pulling together the Impact Tracker report out to the community. This is so important for community accountabillity.","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",8,13,21,8,,,,,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","Maxwe11#7157","0x3F20a6fE04b3A4b37bBBBea826ae23be56Baed74","GideonRo#3175","0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB",12.5
"644abacb6b7c30df7f848f0a","2023-04-27T18:11:23.408Z","JHennyArt#2106","63b5a2afef905c1d9bee6819","0xeC3de6e05F3c5A0b8304488Be1f114ED0104e10D","GideonRo#3175","621f79d595a79aa51435c5ff","0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53","for helping the TEC to restructure and streamline its Twitter comms processes.","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",5,13,0,5,,,,,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","divine_comedian#5493","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","bends#3537","0x1E975f53956d644868F3eA25690b1bbEda658565","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB",7.67
"644abae96b7c30df7f848f19","2023-04-27T18:11:53.349Z","Tamarandom#9361","621f79ce95a79aa51435b225","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","GideonRo#3175","621f79d595a79aa51435c5ff","0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53","for continuing to be actively engaged in the TEC despite having so many other projects that she’s working on.","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",5,8,0,5,,,,,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","divine_comedian#5493","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","bends#3537","0x1E975f53956d644868F3eA25690b1bbEda658565","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB",6
"644abb426b7c30df7f848f28","2023-04-27T18:13:22.489Z","Isaac (enti)#1546","6220d93f95a79aa51436be5e","0x6897aBe0fD62B589260784B21F4ca3F78A0D8017","GideonRo#3175","621f79d595a79aa51435c5ff","0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53","for stepping up and leading on both the grants program and redesign of the project management process. Awesome job!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",0,55,0,13,"643ecab26b7c30df7f848e81",,,,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","divine_comedian#5493","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","bends#3537","0x1E975f53956d644868F3eA25690b1bbEda658565","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB",23.37
"644abb656b7c30df7f848f37","2023-04-27T18:13:57.759Z","bear100#9085","623ccc0771e68891990eb3c6","0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70","GideonRo#3175","621f79d595a79aa51435c5ff","0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53","for continuing to support the stakeholder research study and helping to keep that work connected to the TEC.","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",8,13,8,8,,,,,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","Maxwe11#7157","0x3F20a6fE04b3A4b37bBBBea826ae23be56Baed74","GideonRo#3175","0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB",9.25
"644abbc06b7c30df7f848f46","2023-04-27T18:15:28.548Z","natesuits#4789","621f79cf95a79aa51435b2f7","0x66dF5A7715C5D4AfbBFA52435c66aa20733be0d1","GideonRo#3175","621f79d595a79aa51435c5ff","0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53","for rolling up their sleeves and setting aside some of the SPI and org dev work to provide critical, urgent backup on the grants program.","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",21,21,0,8,,,,,false,false,false,false,"r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B","divine_comedian#5493","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","bends#3537","0x1E975f53956d644868F3eA25690b1bbEda658565","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB",16.67
"644abbc16b7c30df7f848f4d","2023-04-27T18:15:29.066Z","bear100#9085","623ccc0771e68891990eb3c6","0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70","GideonRo#3175","621f79d595a79aa51435c5ff","0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53","for rolling up their sleeves and setting aside some of the SPI and org dev work to provide critical, urgent backup on the grants program.","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",8,21,0,8,,,"644abc366b7c30df7f848f78",,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","Maxwe11#7157","0x3F20a6fE04b3A4b37bBBBea826ae23be56Baed74","GideonRo#3175","0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB",9.57
"644abc356b7c30df7f848f5c","2023-04-27T18:17:25.463Z","natesuits#4789","621f79cf95a79aa51435b2f7","0x66dF5A7715C5D4AfbBFA52435c66aa20733be0d1","GideonRo#3175","621f79d595a79aa51435c5ff","0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53","- basically, the whole Coordination Team for really stepping up and taking ownership and accountability for operating the TEC while I was away!! Really amazing work and an important sign of the growing leadership capacity of the commons!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",13,13,0,8,,,,,false,false,false,false,"r33pich33p#6906","0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B","divine_comedian#5493","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","bends#3537","0x1E975f53956d644868F3eA25690b1bbEda658565","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB",11.33
