USER IDENTITY,USER ADDRESS,PRAISE_REWARD,QUANT_REWARD,NR_OF_PRAISES_QUANTIFIED,REWARDBOARD_REWARD,TOTAL TO RECEIVE
Mount Manu#3530,0xa2ef65aececb83cd1bd3579a8669779099317952,89.94196421595439,0.0,0.0,0.0,89.94196421595439
GideonRo#3175,0xb08f0ca73e8a59a1b7970e22b8ed2f9142c3fa53,85.05791077427925,0.0,0.0,0.0,85.05791077427925
liviade#1387,0xf8d1d34956cea24718cf8687588d6fedbc6d9aa6,73.05036330963357,0.0,0.0,0.0,73.05036330963357
chuygarcia.eth#6692,0xb22981ba3fe1de2325935c91a3b717168fb86714,62.27717790452379,0.0,0.0,7.035,69.3121779045238
Juankbell#7458,0x7d547666209755fb833f9b37eebea38ebf513abb,62.81740760996953,0.0,0.0,0.0,62.81740760996953
kristofer#1475,0xa32aecda752cf4ef89956e83d60c04835d4fa867,50.096882568950704,0.0,0.0,7.035,57.1318825689507
Tamarandom#9361,0xcf79c7eaec5bdc1a9e32d099c5d6bdf67e4cf6e8,55.95774669896086,0.0,0.0,0.0,55.95774669896086
Zeptimus#3359,0xaa79b87dc8b046a5e4f7d03f1562d7fe5bf98737,44.682022032971325,0.0,0.0,7.035,51.71702203297133
mattyjee#8621,0x182312c44a219fd492f3ae177d11120a3ccd2ef3,49.75766856785687,0.0,0.0,0.0,49.75766856785687
eduardovegap#0422,0x1d921dff757610fbdb0073479e12c0a07d382677,29.313743261192283,16.307712418300653,228.0,0.0,45.62145567949294
acidlazzer#5796,0x8aa27e90e139d5ab5704df69429341cbcb2d2464,43.369138213922966,0.0,0.0,0.0,43.369138213922966
SatoriD#2945,0xee9f5ab4faecbe30012f675bb938031bc51bb49b,39.782264239393704,0.0,0.0,0.0,39.782264239393704
nic#9212,0x88b353202e61fffef56bbfbc2748839e7c707e9f,39.73201031330573,0.0,0.0,0.0,39.73201031330573
EFRA#7972,0x438cddcc8e6f0e0e18ce33f6b5a8ffcfab5a999c,39.33940151574342,0.0,0.0,0.0,39.33940151574342
boonjue.eth#7124,0xef0391ccbebf15fc84334d9630255093754cdaab,17.588874130791467,20.170065359477125,282.0,0.0,37.75893949026859
durgadas#9280,0xff6d6a7718a234a84f740480dbb07f6c09cf1cd5,36.33987030236737,0.0,0.0,0.0,36.33987030236737
enti#1546,0x6897abe0fd62b589260784b21f4ca3f78a0d8017,35.14633955777795,0.0,0.0,0.0,35.14633955777795
Nuggan#5183,0x0bf920dfe6d36829ab5b0e153857d4ca689e46fb,26.61887647472459,0.0,0.0,7.035,33.65387647472459
Vyvy-vi#5040,0x2fa130927814b590623031e846f059df9554fdde,33.58846784905071,0.0,0.0,0.0,33.58846784905071
r33pich33p#6906,0x4318cc449b1cbe6d64dd82e16abe58c79e076c2b,32.847222439253066,0.0,0.0,0.0,32.847222439253066
natesuits#4789,0x66df5a7715c5d4afbbfa52435c66aa20733be0d1,32.35724665989531,0.0,0.0,0.0,32.35724665989531
pat.zip (TE Academy)#5266,0x9f6b969ee3f9c2b0a528b3029049e34bbd4bdb49,16.477006016095007,15.807037037037036,221.0,0.0,32.284043053132045
akrtws (TE Academy)#4246,0x852b8763ecb27beddc190d1792029bc17fd5439a,31.958356121572002,0.0,0.0,0.0,31.958356121572002
elessar.eth#7945,missing user address,31.512352527541218,0.0,0.0,0.0,31.512352527541218
bends#3537,0x1e975f53956d644868f3ea25690b1bbeda658565,8.898085787952184,21.242941176470588,297.0,0.0,30.14102696442277
"sem(🌸,🐝)#0161",0x970f31ffc1429c75b0bc56c42e92a58198e858cf,28.424876943511215,0.0,0.0,0.0,28.424876943511215
iviangita#3204,0xa3fcc4d905f381c5e9392207bf7918ef01b1ba44,23.660176576295022,0.0,0.0,0.0,23.660176576295022
divine_comedian#5493,0x320c338bcf70baaae26e96201c33b48105bc62c2,23.245581686069226,0.0,0.0,0.0,23.245581686069226
hanners717#2022,0x711cdabcfdedef2c82d9da533268d8bb6b7468f8,22.61426673958903,0.0,0.0,0.0,22.61426673958903
bear100#9085,0x47a5ba5be900fc22ad31bec4c1ff54df8e67cd70,22.297038831158687,0.0,0.0,0.0,22.297038831158687
tigeroid#2951,0xd3898129d4acb0f8039b1b9d6367b236f1e6100f,0.0,21.385991285403048,299.0,0.0,21.385991285403048
Mert Ozd#6679,0x9690a9e92edadd9a4ff64da25eb6ad60791c37ff,20.729744511289947,0.0,0.0,0.0,20.729744511289947
missgene#7773,0xbe6f56ed9e10e5f58876f7bdf1c83eedaa721fbc,0.0,20.098540305010893,281.0,0.0,20.098540305010893
BiancaGadelha#2667,0x1375847014ba64517210cbfe185808232cf45d4a,19.734088600671928,0.0,0.0,0.0,19.734088600671928
Leen#8610,0xf9903c5d11e8f4bfebcf02747d53319e9c4a10c6,17.780467224001875,0.0,0.0,0.0,17.780467224001875
Griff 🔥AFK till Sept 15🔥#8888,0x839395e20bbb182fa440d08f850e6c7a8f6f0780,17.692522853347917,0.0,0.0,0.0,17.692522853347917
zhiwei#1356,0x1f83a7b86480e6142a85558ef6999f6091041906,17.64226892725994,0.0,0.0,0.0,17.64226892725994
Nebs#2035,0x16e26789b4052815d450043a637b368bfb3ea63a,17.431830611766546,0.0,0.0,0.0,17.431830611766546
ALOYSIOUS#3049,0x1c1bfc1763c8e88fccce1b57eefc79a461fa4944,16.646613016641925,0.0,0.0,0.0,16.646613016641925
Usua◎ Silver#2618,0x914c0e63f98a091e74b7c5e78993bb8de735ae74,0.0,16.307712418300653,228.0,0.0,16.307712418300653
streamerd#5565,0xed2ef70e8b1ebf95bdfd7ba692454143b2a8263b,15.704351902492384,0.0,0.0,0.0,15.704351902492384
alantv#0964,0x1e655feec2767b4c6409ccffa76d7560da11f2cb,15.600703179935934,0.0,0.0,0.0,15.600703179935934
gritty67#0518,missing user address,14.981951714977733,0.0,0.0,0.0,14.981951714977733
mafer_cordovas#1034,0xd5288ed50a195017e5b30595f65091a7767817a4,13.505742636143449,0.0,0.0,0.0,13.505742636143449
solsista#5370,0x949bba9f1c13f2461835366aebcb53c852dd4308,12.773919837487306,0.0,0.0,0.0,12.773919837487306
angieberry.eth#9822,0xc163041d404e7657530491577665e40da84c9bd7,12.03895616845066,0.0,0.0,0.0,12.03895616845066
jasontphelpsNH#9486,0x6b6c5652d7cb8fcb470213912381bca77183e641,11.93530744589421,0.0,0.0,0.0,11.93530744589421
anna-marie#8824,0x8041748a2a16e9b7a3980107f4376774421642c8,11.46417688881944,0.0,0.0,0.0,11.46417688881944
Jeanne#8780,0x62edaac42add454ebf7f228f50ec8093ea446176,10.67895929369482,0.0,0.0,0.0,10.67895929369482
Jeremy&TheGospelOfChange#8201,0xca63608615de005339652c0eca93c5836eb0c2bd,10.57531057113837,0.0,0.0,0.0,10.57531057113837
AnnAnna#4694,0x9ef53569800e203c20200256cf134abc675bc8e1,10.207828736620048,0.0,0.0,0.0,10.207828736620048
Letty#5399,0x66d9dfddc3ad45d6383d5b9e9354f60bc9d16a8e,9.893741698570201,0.0,0.0,0.0,9.893741698570201
stef#9877,0xb1a1225bcf9408f4a8c980f1858734ecb0d537b9,9.736698179545279,0.0,0.0,0.0,9.736698179545279
heater#9765,0x57f540a736a647ef2d2ef9cd823c4a4e655858a4,9.42261114149543,0.0,0.0,0.0,9.42261114149543
withinthevacuum#2626,0x405bb3cdf23833bb27bad6629b7cd4f01688235f,9.344089381982968,0.0,0.0,0.0,9.344089381982968
DanKnobelsdorf#0326,0x301605c95acbed7a1fd9c2c0deee964e2afbd0c3,9.31896241893898,0.0,0.0,0.0,9.31896241893898
karmaticacid | AFK til Sept 12#1218,0xc46c67bb7e84490d7ebdd0b8ecdaca68cf3823f4,9.108524103445582,0.0,0.0,0.0,9.108524103445582
Aemikorobinson#5961,0xb45a7510eaad1ef02cfad55c67c0ea084cdd40d2,8.96718493632315,0.0,0.0,0.0,8.96718493632315
MorganicMovement 🍄#1085,0xd054c5ebf6ab2302b63c4fb30d78d5a2c5996b58,8.84155012110321,0.0,0.0,0.0,8.84155012110321
Active Inference Institute#3629,0xefcdc3a4164846b7e39c4708a7c816f4459f26bf,8.401828267833425,0.0,0.0,0.0,8.401828267833425
Ruben Russel#6434,missing user address,7.6166106727088065,0.0,0.0,0.0,7.6166106727088065
johnjonas#2307,0x80a8c828673b928db79e47ec1b0cad5a7d71deea,7.6166106727088065,0.0,0.0,0.0,7.6166106727088065
AnaTech#7412,0xc0ac93abb5539769edac951d9ebd5bcbfb854b0f,7.616610672708806,0.0,0.0,0.0,7.616610672708806
Nate0909#4419,missing user address,7.311946245800453,0.0,0.0,0.0,7.311946245800453
missing username,0xdd505da2e2a8017f38a715948c6b6a2922ba27f0,0.0,0.0,0.0,7.035,7.035
missing username,0x00d18ca9782be1caef611017c2fbc1a39779a57c,0.0,0.0,0.0,7.035,7.035
missing username,0x826976d7c600d45fb8287ca1d7c76fc8eb732030,0.0,0.0,0.0,7.035,7.035
missing username,0xf9c171fb0480fac34289cc5791519fec1d7978c3,0.0,0.0,0.0,7.035,7.035
Annn3#3538,missing user address,6.988436596609111,0.0,0.0,0.0,6.988436596609111
Loie#2921,missing user address,6.595827799046801,0.0,0.0,0.0,6.595827799046801
thiago.rossi#1714,missing user address,6.595827799046801,0.0,0.0,0.0,6.595827799046801
PhilH#1102,0xaa01dec5307cf17f20881a3286dcaa062578cea7,6.5958277990468,0.0,0.0,0.0,6.5958277990468
Anak#9256,0x73278a12a96b95b37ba35149a958fb8e02f35f5a,5.496523165872334,0.0,0.0,0.0,5.496523165872334
r-x-x#8344,0x1409a9ef3450d5d50aad004f417436e772fbf8fc,5.4965231658723335,0.0,0.0,0.0,5.4965231658723335
innov8tor3#3988,0xbcad90f4a1ed4067d9bc33d4089ff18a82250253,5.182436127822486,0.0,0.0,0.0,5.182436127822486
ddan#2489,0x94860ea6872d863e91f3ce3f8cf574ef0859620b,5.132182201734511,0.0,0.0,0.0,5.132182201734511
ygg_anderson#4998,0x763d7d362b59aea3858a92a302e18cd41b1252d4,4.318696773185405,0.0,0.0,0.0,4.318696773185405
BorrowLucid (Christina)#3036,missing user address,4.2401750136729435,0.0,0.0,0.0,4.2401750136729435
LBS#6541,0x328713d71ce23228d35263ca760984753d08bb59,4.083131494648019,0.0,0.0,0.0,4.083131494648019
irenioskamoska#7519,0xa7c2981dad6496882f51f338fb811783c477e605,3.926087975623096,0.0,0.0,0.0,3.926087975623096
Jolly LaMa#5962,missing user address,3.2445191030549267,0.0,0.0,0.0,3.2445191030549267
MartinB#6719,missing user address,3.0623486209860147,0.0,0.0,0.0,3.0623486209860147
MaxCaspar#6907,0x577330c3ab28b6ea0797d1552ea9edeb067c912c,2.826783342448629,0.0,0.0,0.0,2.826783342448629
v1 v13n#0512,missing user address,2.826783342448629,0.0,0.0,0.0,2.826783342448629
Incandenza#1594,0x91bfd8a63e1ae35aaaf44420a169f46dce74d138,2.826783342448629,0.0,0.0,0.0,2.826783342448629
Parrachia#0450,0xe42f8e2c4b778fcd572c55e457ed77db4cb20a69,2.5126963043987813,0.0,0.0,0.0,2.5126963043987813
Paul in Albuquerque#4390,missing user address,2.5126963043987813,0.0,0.0,0.0,2.5126963043987813
tonga#3112,0x6f4a8930ef9c175ec0f3f63a97686d5c505e0e32,2.4341745448863197,0.0,0.0,0.0,2.4341745448863197
Costa#7828,0x741670c5085da689944faa9543e9ab610a00a06d,2.2771310258613955,0.0,0.0,0.0,2.2771310258613955
danilowhk#8056,missing user address,2.2771310258613955,0.0,0.0,0.0,2.2771310258613955
Pythagorean#5361,missing user address,2.198609266348934,0.0,0.0,0.0,2.198609266348934
teresacd#7426,0x1f9e7984eddb135ab6d6f354e229970bb332dcc4,2.198609266348934,0.0,0.0,0.0,2.198609266348934
Davide | ValueUnbanking#1449,0xf1458cd0973528b4b4d7331c163fb52cdb11028c,2.0415657473240096,0.0,0.0,0.0,2.0415657473240096
Crypto Zach#6753,0xa6bba3fd4493e614c97e1dfc39fd55759aea4f9a,2.0415657473240096,0.0,0.0,0.0,2.0415657473240096
Leo Mapu#9273,missing user address,1.9881709508555356,0.0,0.0,0.0,1.9881709508555356
DenverCitizen9#9674,missing user address,1.7274787092741624,0.0,0.0,0.0,1.7274787092741624
Gaian#8075,0x2cecb3b75bc8dfb22725ff657062c47d6ddd4629,1.6740839128056881,0.0,0.0,0.0,1.6740839128056881
