,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
0,1417,621f79e343b89009366c9909,2021-10-28T22:00:00.000Z,pKrepe#5682,iviangita#3204,for all the work that is happening in params and they have done such an incredible job (the Param Parties is one of the coolest things we’ve done yet!),621f79e343b89009366c9908,621f79e243b89009366c930c,0,621f79e343b89009366c9908,AmwFund#0979,Parrachia#0450,kristofer#1475,Vyvy-vi#5040,4.45,144.0,False,for all the work that is happening in params and they have done such an incredible job (the Param Parties is one of the coolest things we’ve done yet!)
1,1419,621f79e343b89009366c990b,2021-10-28T22:00:00.000Z,pKrepe#5682,iviangita#3204,for all the work that’s happening in params and they’ve done such an incredible job - the Param Parties is one of the coolest things we’ve done yet!,621f79e343b89009366c9908,621f79e243b89009366c9303,0,621f79e343b89009366c9908,AmwFund#0979,Parrachia#0450,kristofer#1475,Vyvy-vi#5040,4.25,144.0,False,for all the work that’s happening in params and they’ve done such an incredible job - the Param Parties is one of the coolest things we’ve done yet!
2,1416,621f79e343b89009366c9908,2021-10-28T22:00:00.000Z,pKrepe#5682,iviangita#3204,for all the work that’s happening in params and they’ve done such an incredible job - the Param Parties is one of the coolest things we’ve done yet!,0,621f79e243b89009366c9303,0,0,AmwFund#0979,Parrachia#0450,kristofer#1475,Vyvy-vi#5040,43.38,144.0,False,for all the work that’s happening in params and they’ve done such an incredible job - the Param Parties is one of the coolest things we’ve done yet!
3,441,621f79e243b89009366c94cb,2021-10-07T22:00:00.000Z,Juankbell#7458,iviangita#3204,for putting on all the Graviton curriculum together,0,621f79e243b89009366c9494,0,0,hanners717#2022,divine_comedian#5493,bear100#9085,osycross(🦎🦎)#5943,41.58,144.0,False,for putting on all the Graviton curriculum together
5,1239,621f79e343b89009366c983c,2021-10-22T22:00:00.000Z,pKrepe#5682,Mount Manu#3530,for their awesome progress with the Dashboard,621f79e343b89009366c9793,621f79e243b89009366c930c,621f79e343b89009366c984c,621f79e343b89009366c984c,AmwFund#0979,Parrachia#0450,kristofer#1475,Vyvy-vi#5040,5.83,144.0,False,for their awesome progress with the Dashboard
6,1255,621f79e343b89009366c984c,2021-10-22T22:00:00.000Z,pKrepe#5682,Mount Manu#3530,for their hard development work in the CCD,621f79e343b89009366c9793,621f79e243b89009366c930c,0,0,AmwFund#0979,Parrachia#0450,kristofer#1475,Vyvy-vi#5040,50.6,144.0,False,for their hard development work in the CCD
7,1188,621f79e343b89009366c9809,2021-10-21T22:00:00.000Z,pKrepe#5682,Mount Manu#3530,for all their work and dedication towards the dashboard,621f79e343b89009366c9793,621f79e243b89009366c930c,621f79e343b89009366c984c,621f79e343b89009366c984c,AmwFund#0979,Parrachia#0450,kristofer#1475,Vyvy-vi#5040,5.83,144.0,False,for all their work and dedication towards the dashboard
9,661,621f79e243b89009366c95ac,2021-10-09T22:00:00.000Z,divine_comedian#5493,Griff 🔥AFK till Sept 15🔥#8888,for working on Sunday in the Params hack sesh FOR 5 HOURS! Even tho it's only supposed to be 4 hours!,0,621f79e243b89009366c9300,0,0,hanners717#2022,Parrachia#0450,lee0007#8152,Vyvy-vi#5040,35.13,89.0,False,for working on Sunday in the Params hack sesh FOR 5 HOURS! Even tho it's only supposed to be 4 hours!
11,1281,621f79e343b89009366c9866,2021-10-22T22:00:00.000Z,rdfbbx#6437,iviangita#3204,for developing the Rewards System together with Nuggan and Vyvy,0,621f79e343b89009366c9864,0,621f79e343b89009366c9864,Mount Manu#3530,tigeroid#2951,Nuggan#5183,bends#3537,2.1,55.0,False,for developing the Rewards System together with Nuggan and Vyvy
13,669,621f79e243b89009366c95b4,2021-10-09T22:00:00.000Z,VitorNunes#0090,Griff 🔥AFK till Sept 15🔥#8888,for attending the sunday params hack sesh to improve the Commons Config dashboard,0,0,621f79e243b89009366c9615,0,Sha#6179,Mettodo#7010,kristofer#1475,eduardovegap#0422,4.88,55.0,False,for attending the sunday params hack sesh to improve the Commons Config dashboard
16,1185,621f79e343b89009366c9806,2021-10-21T22:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for all their work and dedication towards the dashboard,621f79e343b89009366c9790,0,621f79e343b89009366c9849,0,Sha#6179,Mettodo#7010,kristofer#1475,eduardovegap#0422,4.97,55.0,False,for all their work and dedication towards the dashboard
18,202,621f79e243b89009366c93d2,2021-10-01T22:00:00.000Z,kristofer#1475,Mount Manu#3530,for their work in the Rewards System ✍🏻,621f79e243b89009366c9325,0,621f79e243b89009366c9325,0,Sha#6179,divine_comedian#5493,Nuggan#5183,Mike Brunt#0745,8.22,55.0,False,for their work in the Rewards System ✍🏻
19,1107,621f79e343b89009366c97b3,2021-10-20T22:00:00.000Z,VitorNunes#0090,Nuggan#5183,for the constant shipping on the dashboard!,0,0,621f79e243b89009366c9615,0,Sha#6179,Mettodo#7010,kristofer#1475,eduardovegap#0422,6.13,55.0,False,for the constant shipping on the dashboard!
20,470,621f79e243b89009366c94e8,2021-10-07T22:00:00.000Z,kristofer#1475,iviangita#3204,for their work in the Rewards System,621f79e243b89009366c9325,621f79e243b89009366c93d2,0,621f79e243b89009366c93d2,Sha#6179,divine_comedian#5493,Nuggan#5183,Mike Brunt#0745,3.98,55.0,False,for their work in the Rewards System
21,382,621f79e243b89009366c9490,2021-10-06T22:00:00.000Z,kristofer#1475,divine_comedian#5493,for PMing the Rewards System,621f79e243b89009366c9325,621f79e243b89009366c9325,621f79e243b89009366c9325,0,Sha#6179,divine_comedian#5493,Nuggan#5183,Mike Brunt#0745,3.83,55.0,False,for PMing the Rewards System
22,289,621f79e243b89009366c9429,2021-10-02T22:00:00.000Z,Juankbell#7458,durgadas#9280,for making the Graviton Season 2 happen!,0,621f79e243b89009366c932f,621f79e243b89009366c93ba,621f79e243b89009366c932f,hanners717#2022,divine_comedian#5493,bear100#9085,osycross(🦎🦎)#5943,3.68,55.0,False,for making the Graviton Season 2 happen!
24,1108,621f79e343b89009366c97b4,2021-10-20T22:00:00.000Z,pKrepe#5682,Nuggan#5183,for the constant shipping on the dashboard!,621f79e343b89009366c9793,621f79e243b89009366c930c,621f79e343b89009366c984c,0,AmwFund#0979,Parrachia#0450,kristofer#1475,Vyvy-vi#5040,3.48,55.0,False,for the constant shipping on the dashboard!
28,1252,621f79e343b89009366c9849,2021-10-22T22:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for their hard development work in the CCD,621f79e343b89009366c9790,0,0,0,Sha#6179,Mettodo#7010,kristofer#1475,eduardovegap#0422,17.85,55.0,False,for their hard development work in the CCD
30,1169,621f79e343b89009366c97f6,2021-10-21T22:00:00.000Z,eduardovegap#0422,Mount Manu#3530,"for their amazing Communitas work around researching, conceptualizing, managing, and optimizing anything & everything related to our onboarding journey",0,0,621f79e343b89009366c97c2,0,Sha#6179,Maxwe11#7157,shawn#7046,enti#1546,18.57,55.0,False,"for their amazing Communitas work around researching, conceptualizing, managing, and optimizing anything & everything related to our onboarding journey"
