index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,SCORE 4,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,DISMISSED 1,DISMISSED 2,DISMISSED 3,DISMISSED 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,SPREAD
1442,621f79e443b89009366ca794,2021-12-26T23:00:00.000Z,karmaticacid | AFK til Sept 12#1218,Mount Manu#3530,for contributing to the proposal debates and championing a proposal each,3,144.0,,8.0,,,,621f79e443b89009366ca610,False,False,False,False,enti#1546,Vyvy-vi#5040,Sha#6179,bear100#9085,49.27,141.0
883,621f79e443b89009366ca555,2021-12-18T23:00:00.000Z,Juankbell#7458,iviangita#3204,"for leading Gravity, it is needed because we don’t have interpersonal conflict resolution much in this space",8,144.0,3.0,8.0,,,,,False,False,False,False,tigeroid#2951,Vyvy-vi#5040,Usua◎ Silver#2618,Nuggan#5183,40.75,141.0
524,621f79e343b89009366ca3b6,2021-12-10T23:00:00.000Z,ALOYSIOUS#3049,🐙 octopus#5508,for inspiring me to claim my neurodivergent identity for the first time in a public place.,5,5.0,34.0,144.0,,,,,False,False,False,False,tigeroid#2951,Vyvy-vi#5040,zhiwei#1356,liviade#1387,47.0,139.0
1370,621f79e443b89009366ca74c,2021-12-25T23:00:00.000Z,mZ#3472,Mount Manu#3530,for thought leadership in web3 and for keeping engineering ethics as our community’s North Star,5,144.0,34.0,89.0,,,,,False,False,False,False,acidlazzer#5796,Griff 🔥AFK till Sept 15🔥#8888,teaci#6108,liviade#1387,68.0,139.0
7,621f79e343b89009366ca14d,2021-11-28T23:00:00.000Z,bradleyc#3333,Juankbell#7458,for developing and testing the smart contracts. They are actually hosting a demo of the augmented bonding curve and all the commons upgrade tooling. Much admiration and respect for that,5,8.0,,144.0,,,,,False,False,False,False,enti#1546,bends#3537,Sha#6179,liviade#1387,52.33,139.0
443,621f79e343b89009366ca34a,2021-12-08T23:00:00.000Z,solsista#5370,liviade#1387,for continuing to push the TE ethics flag!,5,144.0,8.0,8.0,,,,,False,False,False,False,missgene#7773,Griff 🔥AFK till Sept 15🔥#8888,zhiwei#1356,Nuggan#5183,41.25,139.0
488,621f79e343b89009366ca388,2021-12-09T23:00:00.000Z,🐙 octopus#5508,akrtws (TE Academy)#4246,for always looking for the best way to grow #OpenScience,8,8.0,21.0,144.0,,,,,False,False,False,False,missgene#7773,AmwFund#0979,zhiwei#1356,liviade#1387,45.25,136.0
1406,621f79e443b89009366ca770,2021-12-25T23:00:00.000Z,Juankbell#7458,Mount Manu#3530,for successfully concluding the 2nd Graviton training,13,144.0,8.0,13.0,,,,,False,False,False,False,tigeroid#2951,Vyvy-vi#5040,Usua◎ Silver#2618,Nuggan#5183,44.5,136.0
818,621f79e443b89009366ca513,2021-12-16T23:00:00.000Z,AnaTech#7412,chuygarcia.eth#6692,for winning H.E.R. DAO's scholarship for ETH Denver!! <:ETHDenver1:648404389215600650> <:ETHDenver2:648404396664946688><:ETHDenver3:648404403488817163> <:TEC:835016327542210560>,8,13.0,144.0,8.0,,,,,False,False,False,False,tigeroid#2951,AmwFund#0979,teaci#6108,hanners717#2022,43.25,136.0
1319,621f79e443b89009366ca719,2021-12-25T23:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for facilitating Params Parties and debates: we moved a long way forward with that so thank all of you!,8,144.0,8.0,13.0,621f79e443b89009366ca645,,,,False,False,False,False,enti#1546,Vyvy-vi#5040,teaci#6108,hanners717#2022,41.45,136.0
14,621f79e343b89009366ca154,2021-11-28T23:00:00.000Z,"sem(🌸,🐝)#0161",Juankbell#7458,for being a hero in the shadows and one of the biggest architects of the TEC,13,8.0,,144.0,,,,,False,False,False,False,Mettodo#7010,divine_comedian#5493,Sha#6179,liviade#1387,55.0,136.0
744,621f79e343b89009366ca4c9,2021-12-15T23:00:00.000Z,"sem(🌸,🐝)#0161",divine_comedian#5493,"for med with the Commons Upgrade Demo making the \""meat\"" of the commons upgrade functional and secure",13,144.0,,144.0,,,,621f79e343b89009366ca14c,False,False,False,False,Mettodo#7010,divine_comedian#5493,Sha#6179,liviade#1387,57.13,131.0
8,621f79e343b89009366ca14e,2021-11-28T23:00:00.000Z,elessar.eth#7945,Juankbell#7458,for developing and testing the smart contracts. They are actually hosting a demo of the augmented bonding curve and all the commons upgrade tooling. Much admiration and respect for that,21,144.0,34.0,55.0,,,,,False,False,False,False,missgene#7773,divine_comedian#5493,teaci#6108,hanners717#2022,63.5,123.0
834,621f79e443b89009366ca524,2021-12-18T23:00:00.000Z,"sem(🌸,🐝)#0161",iviangita#3204,for the incredible work they’re doing and making sure we have a safe launch for all of our smart contracts systems,21,144.0,,144.0,,621f79e343b89009366ca4c9,,,False,False,False,False,Mettodo#7010,divine_comedian#5493,Sha#6179,liviade#1387,59.8,123.0
9,621f79e343b89009366ca14f,2021-11-28T23:00:00.000Z,gabi#4807,Juankbell#7458,for developing and testing the smart contracts. They are actually hosting a demo of the augmented bonding curve and all the commons upgrade tooling. Much admiration and respect for that,34,34.0,34.0,144.0,,,,,False,False,False,False,Mettodo#7010,AmwFund#0979,zhiwei#1356,Nuggan#5183,61.5,110.0
318,621f79e343b89009366ca2c3,2021-12-03T23:00:00.000Z,danlessa#2831,inventandchill#7140,for great rai course,0,89.0,21.0,5.0,,,,,True,False,False,False,Mettodo#7010,Griff 🔥AFK till Sept 15🔥#8888,zhiwei#1356,bear100#9085,28.75,89.0
212,621f79e343b89009366ca259,2021-12-03T23:00:00.000Z,🐙 octopus#5508,Mount Manu#3530,for the analysis dashboard,8,21.0,0.0,89.0,621f79e343b89009366ca215,621f79e343b89009366ca215,,621f79e343b89009366ca215,False,False,True,False,missgene#7773,AmwFund#0979,zhiwei#1356,liviade#1387,2.95,89.0
231,621f79e343b89009366ca26c,2021-12-03T23:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for crushing through finalizing the dashboard,0,89.0,0.0,34.0,,,,,True,False,True,False,enti#1546,Griff 🔥AFK till Sept 15🔥#8888,zhiwei#1356,Nuggan#5183,30.75,89.0
933,621f79e443b89009366ca587,2021-12-18T23:00:00.000Z,mZ#3472,iviangita#3204,for his continuous mentorship,5,89.0,13.0,21.0,,,,,False,False,False,False,acidlazzer#5796,Griff 🔥AFK till Sept 15🔥#8888,teaci#6108,liviade#1387,32.0,84.0
745,621f79e343b89009366ca4ca,2021-12-15T23:00:00.000Z,natesuits#4789,divine_comedian#5493,for taking the flag on creating logical ways to compare CCD proposals via his spreadsheet,55,89.0,5.0,8.0,621f79e343b89009366ca48a,621f79e343b89009366ca48a,,,False,False,False,False,Mettodo#7010,divine_comedian#5493,teaci#6108,Nuggan#5183,6.85,84.0
130,621f79e343b89009366ca207,2021-12-03T23:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for continuing to grind on the dashboard and get the latest updates online,5,89.0,13.0,21.0,,,,,False,False,False,False,enti#1546,Griff 🔥AFK till Sept 15🔥#8888,zhiwei#1356,Nuggan#5183,32.0,84.0
419,621f79e343b89009366ca332,2021-12-08T23:00:00.000Z,mZ#3472,liviade#1387,for the knowledge he shared on reward systems and algorithmic policies in a great presentation to the Governauts research group,5,89.0,13.0,34.0,,,,,False,False,False,False,acidlazzer#5796,Griff 🔥AFK till Sept 15🔥#8888,teaci#6108,liviade#1387,35.25,84.0
62,621f79e343b89009366ca1a7,2021-11-30T23:00:00.000Z,Tamarandom#9361,natesuits#4789,"for walking the Stewards through the AAR for timeline extension.  Great exercise, great execution, and very beneficial!",8,89.0,,8.0,,,,,False,False,False,False,missgene#7773,Griff 🔥AFK till Sept 15🔥#8888,Sha#6179,Nuggan#5183,35.0,81.0
126,621f79e343b89009366ca203,2021-12-03T23:00:00.000Z,Tamarandom#9361,Mount Manu#3530,for the action recap presentation where she did a thorough breakdown of a difficult decision,13,89.0,,8.0,,621f79e343b89009366ca1a7,,,False,False,False,False,missgene#7773,Griff 🔥AFK till Sept 15🔥#8888,Sha#6179,Nuggan#5183,9.97,81.0
794,621f79e343b89009366ca4fb,2021-12-15T23:00:00.000Z,iviangita#3204,Tamarandom#9361,"for her incomparable execution prowess! Too many examples to list but most recent is taking @taxil's ABC article from dgoc to published with all the final touches and moving parts, flawless execution! 🙏🏽 🌺 🤗 https://medium.com/commonsstack/the-augmented-bonding-curve-part-1-a-web3-way-to-fund-public-goods-7c9d1a871ae2",13,21.0,8.0,89.0,,,,,False,False,False,False,acidlazzer#5796,Griff 🔥AFK till Sept 15🔥#8888,zhiwei#1356,liviade#1387,32.75,81.0
129,621f79e343b89009366ca206,2021-12-03T23:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for continuing to grind on the dashboard and get the latest updates online,13,89.0,8.0,13.0,,,,,False,False,False,False,missgene#7773,Griff 🔥AFK till Sept 15🔥#8888,teaci#6108,hanners717#2022,30.75,81.0
128,621f79e343b89009366ca205,2021-12-03T23:00:00.000Z,pKrepe#5682,Mount Manu#3530,for continuing to grind on the dashboard and get the latest updates online,13,89.0,8.0,13.0,,,,,False,False,False,False,tigeroid#2951,Griff 🔥AFK till Sept 15🔥#8888,zhiwei#1356,hanners717#2022,30.75,81.0
