"ID","DATE","TO USER ACCOUNT","TO USER ACCOUNT ID","TO ETH ADDRESS","FROM USER ACCOUNT","FROM USER ACCOUNT ID","FROM ETH ADDRESS","REASON","SOURCE ID","SOURCE NAME","SCORE 1","SCORE 2","SCORE 3","SCORE 4","DUPLICATE ID 1","DUPLICATE ID 2","DUPLICATE ID 3","DUPLICATE ID 4","DISMISSED 1","DISMISSED 2","DISMISSED 3","DISMISSED 4","QUANTIFIER 1 USERNAME","QUANTIFIER 1 ETH ADDRESS","QUANTIFIER 2 USERNAME","QUANTIFIER 2 ETH ADDRESS","QUANTIFIER 3 USERNAME","QUANTIFIER 3 ETH ADDRESS","QUANTIFIER 4 USERNAME","QUANTIFIER 4 ETH ADDRESS","AVG SCORE"
"624572a7cd622acf6e52b477","2022-03-31T09:21:43.765Z","Zeptimus#3359","621f79ce95a79aa51435b287","0xaa79B87DC8B046A5E4f7D03F1562D7fe5BF98737","kristofer#1475","621f79cf95a79aa51435b300","0xa32aECda752cF4EF89956e83d60C04835d4FA867","for joining the weekly Rewards WG meeting!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",1,3,5,3,,,,,false,false,false,false,"teaci#6108","0x1bE3505328880F1f204c664d430a9d2817d9D4cc","liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","acidlazzer#5796","0x8aA27E90E139d5AB5704df69429341cbCb2d2464","enti#1546","0x6897aBe0fD62B589260784B21F4ca3F78A0D8017",3
"624572a8cd622acf6e52b47b","2022-03-31T09:21:44.391Z","divine_comedian#5493","621f79cf95a79aa51435b4cc","0x320c338BCF70bAAaE26e96201C33B48105Bc62C2","kristofer#1475","621f79cf95a79aa51435b300","0xa32aECda752cF4EF89956e83d60C04835d4FA867","for joining the weekly Rewards WG meeting!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",3,5,0,3,,,,,false,false,false,false,"kristofer#1475","0xa32aECda752cF4EF89956e83d60C04835d4FA867","Mount Manu#3530","0xa2ef65aEcecb83cd1bD3579A8669779099317952","Usua◎ Silver#2618","0x914C0E63F98a091e74b7c5e78993bB8de735aE74","enti#1546","0x6897aBe0fD62B589260784B21F4ca3F78A0D8017",3.67
"624572a8cd622acf6e52b47f","2022-03-31T09:21:44.880Z","metaverde#2503","621f79cf95a79aa51435b2f9","0x8Aac40061E258d6e45Fd13E214710ABDF356285a","kristofer#1475","621f79cf95a79aa51435b300","0xa32aECda752cF4EF89956e83d60C04835d4FA867","for joining the weekly Rewards WG meeting!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",1,5,1,3,,,,,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","Mount Manu#3530","0xa2ef65aEcecb83cd1bD3579A8669779099317952","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB","enti#1546","0x6897aBe0fD62B589260784B21F4ca3F78A0D8017",2.5
"624572aacd622acf6e52b483","2022-03-31T09:21:46.169Z","enti#1546","6220d93f95a79aa51436be5e","0x6897aBe0fD62B589260784B21F4ca3F78A0D8017","kristofer#1475","621f79cf95a79aa51435b300","0xa32aECda752cF4EF89956e83d60C04835d4FA867","for joining the weekly Rewards WG meeting!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",1,1,5,1,,,,,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","Tam2140#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","acidlazzer#5796","0x8aA27E90E139d5AB5704df69429341cbCb2d2464","Mettodo#7010","0x7710E7e881333Fd3396Ca5966BeD6E72746b612D",2
"624572abcd622acf6e52b487","2022-03-31T09:21:47.691Z","liviade#1387","621f79ce95a79aa51435b227","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","kristofer#1475","621f79cf95a79aa51435b300","0xa32aECda752cF4EF89956e83d60C04835d4FA867","for joining the weekly Rewards WG meeting!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",3,1,0,3,,,,,false,false,false,false,"kristofer#1475","0xa32aECda752cF4EF89956e83d60C04835d4FA867","missgene#7773","0xbE6f56Ed9E10E5F58876F7bDF1C83EeDaa721fbc","Usua◎ Silver#2618","0x914C0E63F98a091e74b7c5e78993bB8de735aE74","enti#1546","0x6897aBe0fD62B589260784B21F4ca3F78A0D8017",2.33
"624572accd622acf6e52b48b","2022-03-31T09:21:48.638Z","Vyvy-vi#5040","621f79ce95a79aa51435b207","0x2fA130927814B590623031e846f059df9554FdDe","kristofer#1475","621f79cf95a79aa51435b300","0xa32aECda752cF4EF89956e83d60C04835d4FA867","for joining the weekly Rewards WG meeting!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",1,5,5,1,,,,,false,false,false,false,"kristofer#1475","0xa32aECda752cF4EF89956e83d60C04835d4FA867","Mount Manu#3530","0xa2ef65aEcecb83cd1bD3579A8669779099317952","acidlazzer#5796","0x8aA27E90E139d5AB5704df69429341cbCb2d2464","boonjue.eth#7124","0xEf0391ccbebf15fc84334D9630255093754cDAAB",3
"624572aecd622acf6e52b490","2022-03-31T09:21:50.244Z","alantv#0964","621f79df95a79aa51435f15b","0x1e655FeEc2767b4c6409CCfFA76d7560da11F2cb","kristofer#1475","621f79cf95a79aa51435b300","0xa32aECda752cF4EF89956e83d60C04835d4FA867","for joining the weekly Rewards WG meeting!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",1,1,0,1,,,,,false,false,false,false,"teaci#6108","0x1bE3505328880F1f204c664d430a9d2817d9D4cc","Tam2140#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","Usua◎ Silver#2618","0x914C0E63F98a091e74b7c5e78993bB8de735aE74","boonjue.eth#7124","0xEf0391ccbebf15fc84334D9630255093754cDAAB",1
"624572aecd622acf6e52b494","2022-03-31T09:21:50.433Z","AmwFund#0979","621f79cf95a79aa51435b42a","0x536c7E8F18D09d04697E0d2624b44bBA575388c2","kristofer#1475","621f79cf95a79aa51435b300","0xa32aECda752cF4EF89956e83d60C04835d4FA867","for joining the weekly Rewards WG meeting!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",1,5,1,5,,,,,false,false,false,false,"lee0007#8152","0x3E31155a1c17c9F85e74828447aec412090a4622","Mount Manu#3530","0xa2ef65aEcecb83cd1bD3579A8669779099317952","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB","pat.zip (TE Academy)#5266","0x9F6b969Ee3F9C2b0a528b3029049e34BBD4bdB49",3
"624572b0cd622acf6e52b498","2022-03-31T09:21:52.245Z","Nuggan#5183","621f79d095a79aa51435b634","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB","kristofer#1475","621f79cf95a79aa51435b300","0xa32aECda752cF4EF89956e83d60C04835d4FA867","for joining the weekly Rewards WG meeting!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",3,1,0,5,,,,,false,false,false,false,"kristofer#1475","0xa32aECda752cF4EF89956e83d60C04835d4FA867","Tam2140#9361","0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8","Usua◎ Silver#2618","0x914C0E63F98a091e74b7c5e78993bB8de735aE74","pat.zip (TE Academy)#5266","0x9F6b969Ee3F9C2b0a528b3029049e34BBD4bdB49",3
"624572b3cd622acf6e52b49d","2022-03-31T09:21:55.064Z","chuygarcia.eth#6692","621f79ce95a79aa51435b297","0xB22981bA3FE1De2325935c91a3B717168fB86714","kristofer#1475","621f79cf95a79aa51435b300","0xa32aECda752cF4EF89956e83d60C04835d4FA867","for joining the weekly Rewards WG meeting!","DISCORD:810180621930070088:810180622336262195","DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise",3,1,1,5,,,,,false,false,false,false,"kristofer#1475","0xa32aECda752cF4EF89956e83d60C04835d4FA867","liviade#1387","0xF8D1d34956cEa24718cf8687588D6FeDbc6d9AA6","Nuggan#5183","0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB","pat.zip (TE Academy)#5266","0x9F6b969Ee3F9C2b0a528b3029049e34BBD4bdB49",2.5
