,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
2,660,626d5979e16165af32166c4f,2022-04-30T15:44:57.053Z,Vyvy-vi#5040,mattyjee#8621,for adding two additional commands to the praise bot: whoami and help -- they will help improve the user experience significantly,626bdf9356d020bacec0650a,0,0,626bdf9356d020bacec0650a,kristofer#1475,Mount Manu#3530,acidlazzer#5796,boonjue.eth#7124,10.63,144.0,False,for adding two additional commands to the praise bot: whoami and help -- they will help improve the user experience significantly
3,564,626ac9e556d020bacec063e7,2022-04-28T17:07:49.508Z,eduardovegap#0422,divine_comedian#5493,for doing the huge task of outreach to over 400 members for them to activate their praise accounts,0,6261610456d020bacec06216,0,0,lee0007#8152,liviade#1387,acidlazzer#5796,boonjue.eth#7124,47.13,144.0,False,for doing the huge task of outreach to over 400 members for them to activate their praise accounts
4,561,626ac9c856d020bacec063d7,2022-04-28T17:07:20.646Z,Vyvy-vi#5040,divine_comedian#5493,for development on the praise dashboard and TEC praise bot,0,0,0,6267b44056d020bacec06342,kristofer#1475,Mount Manu#3530,acidlazzer#5796,boonjue.eth#7124,10.85,144.0,False,for development on the praise dashboard and TEC praise bot
8,704,62752c59a4d0c23b6dd95a36,2022-04-12T00:00:00.000Z,Tamarandom#9361,hanners717#2022,all the crafty logistical work she did finding accommodation for 9 people in Amsterdam a week before the conference!,0,0,0,625427bfb0b01fe461a34282,teaci#6108,Mount Manu#3530,Usua◎ Silver#2618,boonjue.eth#7124,55.47,144.0,False,all the crafty logistical work she did finding accommodation for 9 people in Amsterdam a week before the conference!
9,201,6255a138b0b01fe461a342eb,2022-04-12T15:56:40.204Z,Tamarandom#9361,Nuggan#5183,for her tireless work to get us all housed in Amsterdam! We'd have probably ended up sleeping under a bridge if it wasn't for her,0,0,0,625427bfb0b01fe461a34282,teaci#6108,Mount Manu#3530,Usua◎ Silver#2618,boonjue.eth#7124,25.8,144.0,False,for her tireless work to get us all housed in Amsterdam! We'd have probably ended up sleeping under a bridge if it wasn't for her
10,380,6258223db0b01fe461a344c8,2022-04-14T13:31:41.260Z,Vyvy-vi#5040,divine_comedian#5493,for building this awesome praise bot making my life easier to manage quantification rounds,6255a0ddb0b01fe461a342d2,0,0,6255a0ddb0b01fe461a342d2,kristofer#1475,Mount Manu#3530,acidlazzer#5796,boonjue.eth#7124,10.63,144.0,False,for building this awesome praise bot making my life easier to manage quantification rounds
11,23,6246f579cd622acf6e52b522,2022-04-01T12:52:09.241Z,Vyvy-vi#5040,akrtws (TE Academy)#4246,for building this amazing Praise bot!,62457402cd622acf6e52b4b3,0,0,62457402cd622acf6e52b4b3,kristofer#1475,Mount Manu#3530,acidlazzer#5796,boonjue.eth#7124,12.63,144.0,False,for building this amazing Praise bot!
12,16,62459b93cd622acf6e52b4d1,2022-03-31T12:16:19.524Z,Vyvy-vi#5040,Griff 🔥AFK till Sept 15🔥#8888,for pushing out this new awesome bot!,62457402cd622acf6e52b4b3,0,0,62457402cd622acf6e52b4b3,kristofer#1475,Mount Manu#3530,acidlazzer#5796,boonjue.eth#7124,10.63,144.0,False,for pushing out this new awesome bot!
22,334,6256d00b7d6ca6ad95bd6384,2022-03-30T22:00:00.000Z,kristofer#1475,divine_comedian#5493,for PMing the reward system,0,0,0,6256d00b7d6ca6ad95bd6360,teaci#6108,Tamarandom#9361,Usua◎ Silver#2618,boonjue.eth#7124,10.97,89.0,False,for PMing the reward system
25,592,626ad8f156d020bacec064a0,2022-04-28T18:12:01.121Z,Zeptimus#3359,Juankbell#7458,for a meticulous and super organized and transparent treasury management of Gravity and the TEC overall,0,62752c59a4d0c23b6dd95a22,0,0,teaci#6108,liviade#1387,acidlazzer#5796,enti#1546,7.97,89.0,False,for a meticulous and super organized and transparent treasury management of Gravity and the TEC overall
33,41,624b9280cd622acf6e52b5b4,2022-04-05T00:51:12.876Z,GideonRo#3175,enti#1546,"for the incredible work on the engagement processes document, really well thought , I very much appreciated the discussions around it as well!",624b38f6cd622acf6e52b5a3,0,0,0,kristofer#1475,Tamarandom#9361,Usua◎ Silver#2618,boonjue.eth#7124,29.27,89.0,False,"for the incredible work on the engagement processes document, really well thought , I very much appreciated the discussions around it as well!"
34,13,62457777cd622acf6e52b4bb,2022-03-31T09:42:15.488Z,mattyjee#8621,kristofer#1475,"for becoming a core Praise dev team member in a short amount of time, for taking big responsibility and for delivering top notch code in each PR!",6256d00b7d6ca6ad95bd635f,0,0,0,kristofer#1475,liviade#1387,Nuggan#5183,pat.zip (TE Academy)#5266,31.6,89.0,False,"for becoming a core Praise dev team member in a short amount of time, for taking big responsibility and for delivering top notch code in each PR!"
43,222,62566938b0b01fe461a34359,2022-04-13T06:10:00.292Z,EFRA#7972,acidlazzer#5796,for being a design master,0,0,0,625446b4b0b01fe461a34289,lee0007#8152,Mount Manu#3530,Nuggan#5183,boonjue.eth#7124,5.88,55.0,False,for being a design master
