index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,SCORE 4,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,DISMISSED 1,DISMISSED 2,DISMISSED 3,DISMISSED 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,SPREAD
0,621f8857b3e8a06d8ee6fd81,2022-03-02T15:08:07.215Z,kristofer#1475,kristofer#1475,ignore this praise,144.0,0.0,0.0,0.0,,,,,False,True,True,True,Zeptimus#3359,acidlazzer#5796,Usua◎ Silver#2618,liviade#1387,36.0,144.0
135,6256d00b7d6ca6ad95bd60b4,2022-03-04T23:00:00.000Z,karmaticacid | AFK til Sept 12#1218,Letty#5399,for great presentations at The DAOist Ciudad de Mexico  and weaving patterns in the ecosystem (now watching stream)! Buena construcción del movimiento!,144.0,21.0,13.0,8.0,,,,6256d00b7d6ca6ad95bd605a,False,False,False,False,Zeptimus#3359,PhilH#1102,hanners717#2022,osycross(🦎🦎)#5943,44.7,136.0
402,6256d00b7d6ca6ad95bd61bf,2022-03-15T23:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for doing so much organization around The DAOist Mexico and for getting a lot of TE representation in there as well,144.0,8.0,8.0,8.0,6256d00b7d6ca6ad95bd6184,,,,False,False,False,False,pat.zip (TE Academy)#5266,acidlazzer#5796,Usua◎ Silver#2618,liviade#1387,9.6,136.0
343,6256d00b7d6ca6ad95bd6184,2022-03-15T23:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for assembling the The DAOist conference and connecting Giveth with it and allowing our community to present on collaborative economics,144.0,8.0,8.0,34.0,,,,,False,False,False,False,pat.zip (TE Academy)#5266,acidlazzer#5796,Usua◎ Silver#2618,liviade#1387,48.5,136.0
173,6256d00b7d6ca6ad95bd60da,2022-03-08T23:00:00.000Z,GideonRo#3175,nic#9212,for taking the time to reply to comments in the TEC and its people document. It has been very helpful in increasing understanding of what was presented in the document,3.0,5.0,89.0,5.0,,,6256d00b7d6ca6ad95bd60c3,,False,False,False,False,lee0007#8152,bends#3537,kristofer#1475,osycross(🦎🦎)#5943,5.47,86.0
345,6256d00b7d6ca6ad95bd6186,2022-03-15T23:00:00.000Z,GideonRo#3175,Mount Manu#3530,"for all the interesting work he does, specifically his latest document _TEC and Its People_",5.0,5.0,89.0,8.0,,,6256d00b7d6ca6ad95bd60c3,,False,False,False,False,lee0007#8152,bends#3537,kristofer#1475,osycross(🦎🦎)#5943,6.72,84.0
212,6256d00b7d6ca6ad95bd6101,2022-03-09T23:00:00.000Z,GideonRo#3175,Juankbell#7458,for his support writing and making articles about what is happening in the TEC 🙂,5.0,5.0,89.0,8.0,,,6256d00b7d6ca6ad95bd60c3,6256d00b7d6ca6ad95bd60e9,False,False,False,False,lee0007#8152,bends#3537,kristofer#1475,osycross(🦎🦎)#5943,4.92,84.0
456,6256d00b7d6ca6ad95bd61f5,2022-03-16T23:00:00.000Z,jh#4856,Zeptimus#3359,for always making himself available to contribute with Transparency🙏,89.0,8.0,13.0,5.0,,,,,False,False,False,False,Zeptimus#3359,acidlazzer#5796,Usua◎ Silver#2618,osycross(🦎🦎)#5943,28.75,84.0
150,6256d00b7d6ca6ad95bd60c3,2022-03-07T23:00:00.000Z,GideonRo#3175,durgadas#9280,"for creating \""The TEC and Its People\"" document.",5.0,8.0,89.0,8.0,,,,,False,False,False,False,lee0007#8152,bends#3537,kristofer#1475,osycross(🦎🦎)#5943,27.5,84.0
188,6256d00b7d6ca6ad95bd60e9,2022-03-08T23:00:00.000Z,GideonRo#3175,Tamarandom#9361,for the months of reflection and days worth of writing and refining your thinking about the TEC and how we can help better develop a strong and autonomous community. The document you shared to so carefully  consolidate your thoughts and make it available so that the community can provide feedback is a testament to your care and commitment to the TEC.,8.0,5.0,89.0,8.0,,,6256d00b7d6ca6ad95bd60c3,,False,False,False,False,lee0007#8152,bends#3537,kristofer#1475,osycross(🦎🦎)#5943,7.47,84.0
10,6256d00b7d6ca6ad95bd6037,2022-02-28T23:00:00.000Z,jh#4856,Zeptimus#3359,for jumping in so quickly to fix the price from the ABC on the Dune Dashboard. You are awesome dude!,89.0,8.0,13.0,8.0,,,,,False,False,False,False,Zeptimus#3359,acidlazzer#5796,Usua◎ Silver#2618,osycross(🦎🦎)#5943,29.5,81.0
45,6256d00b7d6ca6ad95bd605a,2022-03-02T23:00:00.000Z,karmaticacid | AFK til Sept 12#1218,hanners717#2022,"for organize the DAOist party in Mexico City, ensuring our community is fun and accessible for everyone",89.0,13.0,13.0,8.0,,,,,False,False,False,False,Zeptimus#3359,PhilH#1102,hanners717#2022,osycross(🦎🦎)#5943,30.75,81.0
425,6256d00b7d6ca6ad95bd61d6,2022-03-16T23:00:00.000Z,karmaticacid | AFK til Sept 12#1218,Mount Manu#3530,for holding the public goods flag in Denver so well,89.0,8.0,21.0,8.0,,,,,False,False,False,False,Zeptimus#3359,PhilH#1102,hanners717#2022,osycross(🦎🦎)#5943,31.5,81.0
4,622515cf2e20c1d96af598de,2022-03-06T20:13:03.687Z,kristofer#1475,kristofer#1475,testing praise,55.0,0.0,0.0,0.0,,,,,False,True,True,True,Zeptimus#3359,acidlazzer#5796,Usua◎ Silver#2618,liviade#1387,13.75,55.0
224,6256d00b7d6ca6ad95bd610d,2022-03-09T23:00:00.000Z,kristofer#1475,Nuggan#5183,for leading the rewards team!,0.0,8.0,8.0,55.0,,,,6256d00b7d6ca6ad95bd60cb,True,False,False,False,Zeptimus#3359,acidlazzer#5796,Usua◎ Silver#2618,liviade#1387,5.38,55.0
215,6256d00b7d6ca6ad95bd6104,2022-03-09T23:00:00.000Z,karmaticacid | AFK til Sept 12#1218,chuygarcia.eth#6692,for their great spanish skills!,55.0,1.0,13.0,3.0,,,,,False,False,False,False,Zeptimus#3359,PhilH#1102,hanners717#2022,osycross(🦎🦎)#5943,18.0,54.0
373,6256d00b7d6ca6ad95bd61a2,2022-03-15T23:00:00.000Z,Tamarandom#9361,Mount Manu#3530,for being back after ETHDenver,55.0,3.0,5.0,1.0,6256d00b7d6ca6ad95bd6183,,,,False,False,False,False,Zeptimus#3359,bends#3537,Usua◎ Silver#2618,liviade#1387,3.63,54.0
