index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,SCORE 4,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DUPLICATE ID 4,DISMISSED 1,DISMISSED 2,DISMISSED 3,DISMISSED 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,SPREAD
1226,6256d00b7d6ca6ad95bd5f97,2022-02-25T23:00:00.000Z,karmaticacid | AFK til Sept 12#1218,Mount Manu#3530,for your amazing talks at ETHDenver,55.0,0.0,144.0,,6256d00b7d6ca6ad95bd5e8a,,6256d00b7d6ca6ad95bd5e8a,,False,True,False,False,bear100#9085,lee0007#8152,divine_comedian#5493,Tamarandom#9361,6.63,144.0
1288,6256d00b7d6ca6ad95bd5fd5,2022-02-25T23:00:00.000Z,karmaticacid | AFK til Sept 12#1218,Mount Manu#3530,for your participation in some panels at ETHDenver,55.0,0.0,144.0,,6256d00b7d6ca6ad95bd5e8a,,6256d00b7d6ca6ad95bd5e8a,,False,True,False,False,bear100#9085,lee0007#8152,divine_comedian#5493,Tamarandom#9361,6.63,144.0
172,6256d00b7d6ca6ad95bd5b79,2022-02-08T23:00:00.000Z,akrtws (TE Academy)#4246,Mount Manu#3530,for evolving TE Academy from an unknown tribe into a global organization that is gonna do an immeasurable amount of good for this new discipline: a heartfelt thank you,13.0,144.0,3.0,55.0,,,,,False,False,False,False,GideonRo#3175,lee0007#8152,boonjue.eth#7124,innov8tor3#3988,53.75,141.0
1385,6256d00b7d6ca6ad95bd6036,2022-02-27T23:00:00.000Z,chuygarcia.eth#6692,pat.zip (TE Academy)#5266,"for being so helpful with managing many tasks at once for preparations of DAOist Mexico, and doing so with in an uplifting mood! 💜",144.0,21.0,8.0,,6256d00b7d6ca6ad95bd5f4a,,,,False,False,False,False,bear100#9085,missgene#7773,acidlazzer#5796,Tamarandom#9361,14.47,136.0
1127,6256d00b7d6ca6ad95bd5f34,2022-02-24T23:00:00.000Z,ygg_anderson#4998,PhilH#1102,"for relentlessly shedding light on the art of modeling and making complex matters so much less intimidating, on the Governauts Rewards Systems program at TE Academy 💡 💙",13.0,8.0,144.0,13.0,,,,,False,False,False,False,Mike Brunt#0745,lee0007#8152,divine_comedian#5493,AmwFund#0979,44.5,136.0
1149,6256d00b7d6ca6ad95bd5f4a,2022-02-25T23:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,"for organizing the DAOist, coordinating all the speaker slots, and making sure we have representation from the TEC and from Giveth",144.0,34.0,8.0,,,,,,False,False,False,False,bear100#9085,missgene#7773,acidlazzer#5796,Tamarandom#9361,62.0,136.0
1258,6256d00b7d6ca6ad95bd5fb7,2022-02-25T23:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,"for organizing the DAOist event in Mexico and for supporting me, personally, as a friend and as a co-worker",144.0,34.0,8.0,,6256d00b7d6ca6ad95bd5f4a,6256d00b7d6ca6ad95bd5f4a,,,False,False,False,False,bear100#9085,missgene#7773,acidlazzer#5796,Tamarandom#9361,8.6,136.0
957,6256d00b7d6ca6ad95bd5e8a,2022-02-19T23:00:00.000Z,karmaticacid | AFK til Sept 12#1218,Mount Manu#3530,for attending ETHDenver and doing presentations & panels about our work within the TEC,55.0,21.0,144.0,,,,,,False,False,False,False,bear100#9085,lee0007#8152,divine_comedian#5493,Tamarandom#9361,73.33,123.0
1273,6256d00b7d6ca6ad95bd5fc6,2022-02-25T23:00:00.000Z,karmaticacid | AFK til Sept 12#1218,Mount Manu#3530,for representing the TEC in ETHDenver,5.0,0.0,89.0,,6256d00b7d6ca6ad95bd5fa3,,6256d00b7d6ca6ad95bd5d59,,False,True,False,False,bear100#9085,lee0007#8152,divine_comedian#5493,Tamarandom#9361,3.13,89.0
652,6256d00b7d6ca6ad95bd5d59,2022-02-12T23:00:00.000Z,karmaticacid | AFK til Sept 12#1218,Mount Manu#3530,for representing the TEC in ETHDenver,5.0,0.0,89.0,,,,,,False,True,False,False,bear100#9085,lee0007#8152,divine_comedian#5493,Tamarandom#9361,31.33,89.0
912,6256d00b7d6ca6ad95bd5e5d,2022-02-18T23:00:00.000Z,karmaticacid | AFK til Sept 12#1218,Mount Manu#3530,for representing the TEC community at ETHDenver,5.0,0.0,89.0,,6256d00b7d6ca6ad95bd5d59,,6256d00b7d6ca6ad95bd5d59,,False,True,False,False,bear100#9085,lee0007#8152,divine_comedian#5493,Tamarandom#9361,3.13,89.0
924,6256d00b7d6ca6ad95bd5e69,2022-02-18T23:00:00.000Z,Tamarandom#9361,Mount Manu#3530,for representing the community at ETHDenver,34.0,,89.0,0.0,6256d00b7d6ca6ad95bd5d57,,6256d00b7d6ca6ad95bd5e37,,False,False,False,True,Mike Brunt#0745,Usua◎ Silver#2618,boonjue.eth#7124,tigeroid#2951,4.1,89.0
1238,6256d00b7d6ca6ad95bd5fa3,2022-02-25T23:00:00.000Z,karmaticacid | AFK til Sept 12#1218,Mount Manu#3530,for their representation in ETHDenver,5.0,0.0,89.0,,,,6256d00b7d6ca6ad95bd5d59,,False,True,False,False,bear100#9085,lee0007#8152,divine_comedian#5493,Tamarandom#9361,4.63,89.0
977,6256d00b7d6ca6ad95bd5e9e,2022-02-19T23:00:00.000Z,karmaticacid | AFK til Sept 12#1218,Mount Manu#3530,for representing the TEC at ETHDenver,5.0,0.0,89.0,,6256d00b7d6ca6ad95bd5d59,,6256d00b7d6ca6ad95bd5d59,,False,True,False,False,bear100#9085,lee0007#8152,divine_comedian#5493,Tamarandom#9361,3.13,89.0
1317,6256d00b7d6ca6ad95bd5ff2,2022-02-26T23:00:00.000Z,karmaticacid | AFK til Sept 12#1218,Mount Manu#3530,for attending ETHDenver and representing the TEC,5.0,0.0,89.0,,6256d00b7d6ca6ad95bd5fa3,,6256d00b7d6ca6ad95bd5d59,,False,True,False,False,bear100#9085,lee0007#8152,divine_comedian#5493,Tamarandom#9361,3.13,89.0
611,6256d00b7d6ca6ad95bd5d30,2022-02-09T23:00:00.000Z,Vyvy-vi#5040,kristofer#1475,for writing the new praise bot!,89.0,8.0,1.0,34.0,,,,,False,False,False,False,GideonRo#3175,liviade#1387,Nuggan#5183,EFRA#7972,33.0,88.0
715,6256d00b7d6ca6ad95bd5d98,2022-02-12T23:00:00.000Z,ygg_anderson#4998,Mount Manu#3530,for your participation in the proposal inverter,8.0,3.0,89.0,5.0,,,,,False,False,False,False,Mike Brunt#0745,lee0007#8152,divine_comedian#5493,AmwFund#0979,26.25,86.0
440,6256d00b7d6ca6ad95bd5c85,2022-02-08T23:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,"for your enthusiasm, integrity, humility, skills, class: it’s truly a pleasure working with you",89.0,3.0,13.0,,,,,,False,False,False,False,bear100#9085,missgene#7773,acidlazzer#5796,Tamarandom#9361,35.0,86.0
953,6256d00b7d6ca6ad95bd5e86,2022-02-19T23:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for attending ETHDenver and doing presentations & panels about our work within the TEC,,21.0,89.0,5.0,,6256d00b7d6ca6ad95bd5e5b,6256d00b7d6ca6ad95bd5e5b,,False,False,False,False,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,5.33,84.0
310,6256d00b7d6ca6ad95bd5c03,2022-02-08T23:00:00.000Z,trentmc0#2875,Mount Manu#3530,for being TE thought leaders and for having given the TEC their support,13.0,89.0,5.0,34.0,,,,,False,False,False,False,Mike Brunt#0745,Zeptimus#3359,acidlazzer#5796,tigeroid#2951,35.25,84.0
358,6256d00b7d6ca6ad95bd5c33,2022-02-08T23:00:00.000Z,solsista#5370,Mount Manu#3530,for being our community's Stewards,,89.0,5.0,13.0,,6256d00b7d6ca6ad95bd5b85,,6256d00b7d6ca6ad95bd5b74,False,False,False,False,osycross(🦎🦎)#5943,Zeptimus#3359,acidlazzer#5796,EFRA#7972,5.07,84.0
184,6256d00b7d6ca6ad95bd5b85,2022-02-08T23:00:00.000Z,solsista#5370,Mount Manu#3530,"for running the first TE course along with Angela because without you TE Academy wouldn’t be where it is now, for being so enthusiastic",,89.0,5.0,21.0,,,,,False,False,False,False,osycross(🦎🦎)#5943,Zeptimus#3359,acidlazzer#5796,EFRA#7972,38.33,84.0
712,6256d00b7d6ca6ad95bd5d95,2022-02-12T23:00:00.000Z,Mert Ozd#6679,Mount Manu#3530,for your participation in the proposal inverter,8.0,,89.0,34.0,,,,6256d00b7d6ca6ad95bd5df4,False,False,False,False,eduardovegap#0422,Usua◎ Silver#2618,divine_comedian#5493,innov8tor3#3988,33.47,81.0
345,6256d00b7d6ca6ad95bd5c26,2022-02-08T23:00:00.000Z,acidlazzer#5796,Mount Manu#3530,for taking care of all of TEC's designs,34.0,34.0,89.0,8.0,,,,,False,False,False,False,GideonRo#3175,Zeptimus#3359,divine_comedian#5493,innov8tor3#3988,41.25,81.0
930,6256d00b7d6ca6ad95bd5e6f,2022-02-18T23:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,"for being on ETHDenver, representing the TEC",,21.0,89.0,8.0,,6256d00b7d6ca6ad95bd5e5b,6256d00b7d6ca6ad95bd5e5b,6256d00b7d6ca6ad95bd5e5b,False,False,False,False,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,3.93,81.0
976,6256d00b7d6ca6ad95bd5e9d,2022-02-19T23:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for representing the TEC at ETHDenver,,21.0,89.0,8.0,,6256d00b7d6ca6ad95bd5e5b,6256d00b7d6ca6ad95bd5e5b,6256d00b7d6ca6ad95bd5e5b,False,False,False,False,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,3.93,81.0
922,6256d00b7d6ca6ad95bd5e67,2022-02-18T23:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for representing the community at ETHDenver,,21.0,89.0,8.0,,6256d00b7d6ca6ad95bd5e5b,6256d00b7d6ca6ad95bd5e5b,6256d00b7d6ca6ad95bd5e5b,False,False,False,False,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,3.93,81.0
911,6256d00b7d6ca6ad95bd5e5c,2022-02-18T23:00:00.000Z,Tamarandom#9361,Mount Manu#3530,for representing the TEC community at ETHDenver,34.0,,89.0,8.0,6256d00b7d6ca6ad95bd5d57,,6256d00b7d6ca6ad95bd5e37,,False,False,False,False,Mike Brunt#0745,Usua◎ Silver#2618,boonjue.eth#7124,tigeroid#2951,6.77,81.0
1092,6256d00b7d6ca6ad95bd5f11,2022-02-23T23:00:00.000Z,Tamarandom#9361,enti#1546,"for their participation on ETH Denver, @natesuits, and @Mount Manu for their great commitment to the community, leading calls and helping everyone around. Also for being wherever needed.",8.0,,89.0,21.0,,,6256d00b7d6ca6ad95bd5e37,,False,False,False,False,Mike Brunt#0745,Usua◎ Silver#2618,boonjue.eth#7124,tigeroid#2951,12.63,81.0
910,6256d00b7d6ca6ad95bd5e5b,2022-02-18T23:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for representing the TEC community at ETHDenver,,21.0,89.0,8.0,,,,,False,False,False,False,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,39.33,81.0
431,6256d00b7d6ca6ad95bd5c7c,2022-02-08T23:00:00.000Z,daniela afanador#9245,Mount Manu#3530,for getting into the Hackathon where we hope to expand Celeste capabilities,13.0,8.0,8.0,89.0,,,,,False,False,False,False,Mike Brunt#0745,liviade#1387,boonjue.eth#7124,tigeroid#2951,29.5,81.0
653,6256d00b7d6ca6ad95bd5d5a,2022-02-12T23:00:00.000Z,JohnPaller | Opolis#2670,Mount Manu#3530,for being one of the organizers of ETHDenver,89.0,21.0,8.0,34.0,,,,,False,False,False,False,bear100#9085,Zeptimus#3359,acidlazzer#5796,tigeroid#2951,38.0,81.0
44,6256d00b7d6ca6ad95bd5af9,2022-02-02T23:00:00.000Z,catarina#7223,liviade#1387,for the amazing work with the decision making graphic which is now finalized 🥳,,13.0,89.0,13.0,,,,,False,False,False,False,osycross(🦎🦎)#5943,Zeptimus#3359,divine_comedian#5493,EFRA#7972,38.33,76.0
807,6256d00b7d6ca6ad95bd5df4,2022-02-14T23:00:00.000Z,Mert Ozd#6679,Mount Manu#3530,"for the work he does as liaison between PrimeDAO and TEC, educating people about the proposal inverter, how it works, and how to actualize it",13.0,,89.0,34.0,,,,,False,False,False,False,eduardovegap#0422,Usua◎ Silver#2618,divine_comedian#5493,innov8tor3#3988,45.33,76.0
874,6256d00b7d6ca6ad95bd5e37,2022-02-17T23:00:00.000Z,Tamarandom#9361,enti#1546,"for her amazing presentation, as we continue looking for how to work things out with these new structures coming up better stewardship becomes key for the survival and success of communities, I've seen quite a few fall for the lack of it. https://youtu.be/7UvPCDbBKcQ",34.0,,89.0,13.0,,,,,False,False,False,False,Mike Brunt#0745,Usua◎ Silver#2618,boonjue.eth#7124,tigeroid#2951,45.33,76.0
1310,6256d00b7d6ca6ad95bd5feb,2022-02-26T23:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for excellent talks at ETHDenver,,13.0,89.0,13.0,,6256d00b7d6ca6ad95bd5fd4,6256d00b7d6ca6ad95bd5e5b,6256d00b7d6ca6ad95bd5fd4,False,False,False,False,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,3.83,76.0
1287,6256d00b7d6ca6ad95bd5fd4,2022-02-25T23:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,"for the presentations you gave at ETHDenver, which many people praised you for",,13.0,89.0,13.0,,,6256d00b7d6ca6ad95bd5e5b,,False,False,False,False,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,11.63,76.0
1356,6256d00b7d6ca6ad95bd6019,2022-02-26T23:00:00.000Z,hz#8826,kristofer#1475,"for configuring the TEC SourceCred instance and for massaging the pollen bots. Many hours spent on this, without you, no TEC SC installation! 🙏",13.0,34.0,89.0,13.0,,,,,False,False,False,False,eduardovegap#0422,missgene#7773,Nuggan#5183,AmwFund#0979,37.25,76.0
1140,6256d00b7d6ca6ad95bd5f41,2022-02-25T23:00:00.000Z,Tamarandom#9361,Mount Manu#3530,for having done a great job at representing the TEC in ETHDenver,34.0,,89.0,13.0,6256d00b7d6ca6ad95bd5d57,,6256d00b7d6ca6ad95bd5e37,,False,False,False,False,Mike Brunt#0745,Usua◎ Silver#2618,boonjue.eth#7124,tigeroid#2951,8.43,76.0
133,6256d00b7d6ca6ad95bd5b52,2022-02-08T23:00:00.000Z,JeffEmmett#7202,Mount Manu#3530,"for all their contributions, over months and months of work, and for being the inspiration of what our WG has achieved",,13.0,89.0,,,,,,False,False,False,False,osycross(🦎🦎)#5943,Zeptimus#3359,Nuggan#5183,Tamarandom#9361,51.0,76.0
126,6256d00b7d6ca6ad95bd5b4b,2022-02-08T23:00:00.000Z,"sem(🌸,🐝)#0161",Mount Manu#3530,for all the hard work that they put into the open source software that we build for the whole of web3,89.0,,13.0,,,,,,False,False,False,False,bear100#9085,Usua◎ Silver#2618,boonjue.eth#7124,Tamarandom#9361,51.0,76.0
955,6256d00b7d6ca6ad95bd5e88,2022-02-19T23:00:00.000Z,Tamarandom#9361,Mount Manu#3530,for attending ETHDenver and doing presentations & panels about our work within the TEC,34.0,,89.0,13.0,6256d00b7d6ca6ad95bd5d57,,6256d00b7d6ca6ad95bd5e37,,False,False,False,False,Mike Brunt#0745,Usua◎ Silver#2618,boonjue.eth#7124,tigeroid#2951,8.43,76.0
1280,6256d00b7d6ca6ad95bd5fcd,2022-02-25T23:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for the great talks you gave about DAOs in ETHDenver,,13.0,89.0,13.0,,6256d00b7d6ca6ad95bd5fd4,6256d00b7d6ca6ad95bd5e5b,6256d00b7d6ca6ad95bd5fd4,False,False,False,False,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,3.83,76.0
530,6256d00b7d6ca6ad95bd5cdf,2022-02-09T23:00:00.000Z,catarina#7223,Mount Manu#3530,for the work done around the decision-making infographic,,13.0,89.0,13.0,,6256d00b7d6ca6ad95bd5af9,6256d00b7d6ca6ad95bd5af9,6256d00b7d6ca6ad95bd5af9,False,False,False,False,osycross(🦎🦎)#5943,Zeptimus#3359,divine_comedian#5493,EFRA#7972,3.83,76.0
1274,6256d00b7d6ca6ad95bd5fc7,2022-02-25T23:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for representing the TEC in ETHDenver,,21.0,89.0,21.0,,6256d00b7d6ca6ad95bd5ed7,6256d00b7d6ca6ad95bd5e5b,6256d00b7d6ca6ad95bd5ff0,False,False,False,False,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,4.37,68.0
1091,6256d00b7d6ca6ad95bd5f10,2022-02-23T23:00:00.000Z,karmaticacid | AFK til Sept 12#1218,enti#1546,"for their participation on ETH Denver, @natesuits, and @Mount Manu for their great commitment to the community, leading calls and helping everyone around. Also for being wherever needed.",55.0,21.0,89.0,,6256d00b7d6ca6ad95bd5e8a,6256d00b7d6ca6ad95bd5e8a,6256d00b7d6ca6ad95bd5d59,,False,False,False,False,bear100#9085,lee0007#8152,divine_comedian#5493,Tamarandom#9361,5.5,68.0
1237,6256d00b7d6ca6ad95bd5fa2,2022-02-25T23:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for their representation in ETHDenver,,,89.0,21.0,,6256d00b7d6ca6ad95bd5f0f,6256d00b7d6ca6ad95bd5e5b,6256d00b7d6ca6ad95bd5ff0,False,False,False,False,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,3.67,68.0
136,6256d00b7d6ca6ad95bd5b55,2022-02-08T23:00:00.000Z,santigs#9769,Mount Manu#3530,"for all their contributions, over months and months of work, and for being the inspiration of what our WG has achieved",,89.0,21.0,21.0,,,,6256d00b7d6ca6ad95bd5bf0,False,False,False,False,osycross(🦎🦎)#5943,liviade#1387,boonjue.eth#7124,innov8tor3#3988,37.37,68.0
1315,6256d00b7d6ca6ad95bd5ff0,2022-02-26T23:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,Mount Manu#3530,for attending ETHDenver and representing the TEC,,21.0,89.0,21.0,,6256d00b7d6ca6ad95bd5e5b,6256d00b7d6ca6ad95bd5e5b,,False,False,False,False,osycross(🦎🦎)#5943,missgene#7773,Nuggan#5183,EFRA#7972,10.67,68.0
