ID,DATE,TO USER ACCOUNT,TO USER ACCOUNT ID,TO ETH ADDRESS,FROM USER ACCOUNT,FROM USER ACCOUNT ID,FROM ETH ADDRESS,REASON,SOURCE ID,SOURCE NAME,SCORE 1,SCORE 2,SCORE 3,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,DISMISSED 1,DISMISSED 2,DISMISSED 3,QUANTIFIER 1 USERNAME,QUANTIFIER 1 ETH ADDRESS,QUANTIFIER 2 USERNAME,QUANTIFIER 2 ETH ADDRESS,QUANTIFIER 3 USERNAME,QUANTIFIER 3 ETH ADDRESS,AVG SCORE,PERCENTAGE,TOKEN TO RECEIVE
64ecf9be17ca4f0f37965c6f,2023-08-28T19:47:10.890000Z,bear100#9085,623ccc0771e68891990eb3c6,0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70,gideonro#0,621f79d595a79aa51435c5ff,0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53,for continuing to relentlessly focus on ensuring that the Coordination Team remains accountability to the TEC community by putting out another great Impact Tracker Report that will go up on the TEC Forum soon. Great leadership!,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,21,5,34,,,,False,False,False,r33pich33p,0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B,acidlazzer,0x8aA27E90E139d5AB5704df69429341cbCb2d2464,divine_comedian,0x320c338BCF70bAAaE26e96201C33B48105Bc62C2,20.0,0.015079165619502394,3.7022023774817807
64f60fc76267bea2294845cd,2023-09-04T17:11:35.844000Z,gideonro#0,621f79d595a79aa51435c5ff,0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53,Isaac (enti)#1546,6220d93f95a79aa51436be5e,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,for the succesfull execution of the TE Grants Round 2! All of you played a part in this.,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,34,34,8,,,,False,False,False,bear100,0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70,maxwe11,0x3F20a6fE04b3A4b37bBBBea826ae23be56Baed74,natesuits,0x66dF5A7715C5D4AfbBFA52435c66aa20733be0d1,25.3333333333333,0.019100276451369674,4.6894563448102495
64f60fc76267bea2294845cf,2023-09-04T17:11:35.844000Z,JHennyArt#2106,63b5a2afef905c1d9bee6819,0xeC3de6e05F3c5A0b8304488Be1f114ED0104e10D,Isaac (enti)#1546,6220d93f95a79aa51436be5e,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,for the succesfull execution of the TE Grants Round 2! All of you played a part in this.,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,21,8,3,,,,False,False,False,r33pich33p,0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B,philh,0xAa01DeC5307CF17F20881A3286dcaA062578cea7,gideonro,0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53,10.6666666666667,0.008042221663734635,1.974507934656956
64f60fc76267bea2294845ce,2023-09-04T17:11:35.844000Z,natesuits#4789,621f79cf95a79aa51435b2f7,0x66dF5A7715C5D4AfbBFA52435c66aa20733be0d1,Isaac (enti)#1546,6220d93f95a79aa51436be5e,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,for the succesfull execution of the TE Grants Round 2! All of you played a part in this.,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,21,5,8,,,,False,False,False,nuggan,0x0Bf920dfE6D36829aB5b0e153857D4CA689E46fB,acidlazzer,0x8aA27E90E139d5AB5704df69429341cbCb2d2464,gideonro,0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53,11.3333333333333,0.008544860517717998,2.097914680573003
64f60fc76267bea2294845d1,2023-09-04T17:11:35.845000Z,bear100#9085,623ccc0771e68891990eb3c6,0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70,Isaac (enti)#1546,6220d93f95a79aa51436be5e,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,for the succesfull execution of the TE Grants Round 2! All of you played a part in this.,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,13,5,21,,,,False,False,False,r33pich33p,0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B,acidlazzer,0x8aA27E90E139d5AB5704df69429341cbCb2d2464,divine_comedian,0x320c338BCF70bAAaE26e96201C33B48105Bc62C2,13.0,0.009801457652676556,2.4064315453631577
64f60fc76267bea2294845d0,2023-09-04T17:11:35.845000Z,Marathonmind#3078,63b5e810ef905c1d9bee86a0,0x721bA19c32051Fd8e851a74958C52936516c7fDC,Isaac (enti)#1546,6220d93f95a79aa51436be5e,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,for the succesfull execution of the TE Grants Round 2! All of you played a part in this.,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,21,5,8,,,,False,False,False,r33pich33p,0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B,acidlazzer,0x8aA27E90E139d5AB5704df69429341cbCb2d2464,natesuits,0x66dF5A7715C5D4AfbBFA52435c66aa20733be0d1,11.3333333333333,0.008544860517717998,2.097914680573003
64f60fff6267bea2294846c3,2023-09-04T17:12:31.469000Z,bear100#9085,623ccc0771e68891990eb3c6,0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70,gideonro#0,621f79d595a79aa51435c5ff,0xB08F0ca73E8A59a1b7970e22B8ed2F9142c3fA53,"for always being so on top of getting payments out to the team, including the coordination around Coordinape, and setting up all the transactions and supporting documentation in Google Sheets, Tenderly, etc.",DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,21,5,13,,,,False,False,False,r33pich33p,0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B,acidlazzer,0x8aA27E90E139d5AB5704df69429341cbCb2d2464,divine_comedian,0x320c338BCF70bAAaE26e96201C33B48105Bc62C2,13.0,0.009801457652676556,2.4064315453631577
64f610086267bea229484786,2023-09-04T17:12:40.893000Z,bear100#9085,623ccc0771e68891990eb3c6,0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70,Tamarandom#9361,621f79ce95a79aa51435b225,0xcf79C7EaEC5BDC1A9e32D099C5D6BdF67E4cF6e8,for the comprehensive TEC Coordination Team Impact Tracker Report on the forum. Being able to scan through this and understand the major developments in one quick read  is greatly appreciated by me and anyone interested in what is happening in the TEC.,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,21,8,0,,,64ecf9be17ca4f0f37965c6f,False,False,False,r33pich33p,0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B,acidlazzer,0x8aA27E90E139d5AB5704df69429341cbCb2d2464,divine_comedian,0x320c338BCF70bAAaE26e96201C33B48105Bc62C2,9.66666666666667,0.007288263382759492,1.7893978157828612
64f610196267bea229484849,2023-09-04T17:12:57.206000Z,bear100#9085,623ccc0771e68891990eb3c6,0x47a5BA5BE900fC22AD31BEC4c1ff54Df8e67cd70,natesuits#4789,621f79cf95a79aa51435b2f7,0x66dF5A7715C5D4AfbBFA52435c66aa20733be0d1,for all the work he's put into the management and workflow process of the TEC,DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,13,8,0,,,64ecf9be17ca4f0f37965c6f,False,False,False,r33pich33p,0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B,acidlazzer,0x8aA27E90E139d5AB5704df69429341cbCb2d2464,divine_comedian,0x320c338BCF70bAAaE26e96201C33B48105Bc62C2,7.0,0.005277707966825838,1.2957708321186232
64f610246267bea22948490d,2023-09-04T17:13:08.978000Z,🐙 octopus#5508,621f79d995a79aa51435d2e2,0x77d40c87D423eFb7ec576e80998A48377Adf86dF,Isaac (enti)#1546,6220d93f95a79aa51436be5e,0x6897aBe0fD62B589260784B21F4ca3F78A0D8017,"for his presentation on ""Adversarial and Other Viewpoints on Augmented Bonding Curves"" at the Bonding Curves Research Group! Loved it",DISCORD:810180621930070088:810180622336262195,DISCORD:Token%20Engineering%20Commons:%F0%9F%99%8F%EF%BD%9Cpraise,21,21,55,,,,False,False,False,r33pich33p,0x4318cC449b1cbE6d64dd82E16abE58C79E076C2B,philh,0xAa01DeC5307CF17F20881A3286dcaA062578cea7,divine_comedian,0x320c338BCF70bAAaE26e96201C33B48105Bc62C2,32.3333333333333,0.02437798441819551,5.9852271769288725
